player_id,player_first_name,player_last_name,player_short_first_name,player_short_last_name,player_match_name,player_nationality,player_position,player_place_of_birth,player_known_name,last_updated
1,Angela Marguerite,Salem,Angela,Salem,A. Salem,USA,Midfielder,Akron,NA,2/6/23
2,Louise,Schillgard,Louise,Schillgard,L. Schillgard,Sweden,Midfielder,Stockholm,NA,2/6/23
3,Natasha Khalila,Dowie,Natasha,Dowie,N. Dowie,England,Attacker,Abu Dhabi,NA,2/6/23
4,Kyah Pam,Simon,Kyah,Simon,K. Simon,Australia,Attacker,Blacktown,NA,2/6/23
5,Kylie Allyssa,Strom,Kylie,Strom,K. Strom,USA,Defender,Endicott,NA,4/4/24
6,Ghoutia,Karchouni,Ghoutia,Karchouni,G. Karchouni,France,Midfielder,Lyon,NA,2/6/23
7,Whitney Elizabeth,Engen,Whitney,Engen,W. Engen,USA,Defender,Torrance,NA,2/6/23
8,Katie,Schoepfer,Katie,Schoepfer,K. Schoepfer,USA,Midfielder,Waterford,NA,2/6/23
9,Brittany Margaret,Ratcliffe,Brittany,Ratcliffe,B. Ratcliffe,USA,Attacker,Williamstown,NA,4/4/24
10,Elise,Krieghoff,NA,NA,E. Krieghoff,USA,Attacker,Fresno,NA,2/6/23
11,Kristen Anne,Mewis,Kristie,Mewis,K. Mewis,USA,Midfielder,Hanson,NA,9/3/23
12,Stephanie,Verdoia,NA,NA,S. Verdoia,USA,Midfielder,Salt Lake City,NA,2/6/23
13,Rachel,Wood,NA,NA,R. Wood,USA,Defender,Laguna Niguel,NA,2/6/23
14,Morgan,Marlborough,NA,NA,M. Marlborough,USA,Attacker,Lee's Summit,NA,2/6/23
15,Abigail Mackenzie,Smith,Abby,Smith,A. Smith,USA,Goalkeeper,Plano,NA,4/4/24
16,Elizabeth,Stout,NA,NA,E. Stout,USA,Goalkeeper,Louisville,NA,2/6/23
17,Sinead Louise,Farrelly,Sinead,Farrelly,S. Farrelly,Republic of Ireland,Midfielder,Havertown,NA,4/4/24
18,Eunice,Beckmann,NA,NA,E. Beckmann,Germany,Attacker,Wuppertal,NA,2/6/23
19,Julie,O'Toole King,Julie,King,J. King,USA,Defender,St. Louis,NA,2/6/23
20,Mollie Elizabeth,Pathman,NA,NA,M. Pathman,USA,Defender,Durham,NA,2/6/23
21,Brooke,Elby,Brooke,Elby,B. Elby,USA,Defender,Arcadia,NA,2/6/23
22,McCall RaNae,Zerboni,McCall,Zerboni,M. Zerboni,USA,Midfielder,Camarillo,NA,4/4/24
23,Kassey,Kallman,NA,NA,K. Kallman,USA,Defender,Woodbury,NA,2/6/23
24,Stephanie,McCaffrey,NA,NA,S. McCaffrey,USA,Attacker,Winchester,NA,2/6/23
25,Jami-Ann,Kranich,NA,NA,J. Kranich,USA,Goalkeeper,Hamden,NA,2/6/23
26,Christen Joan,Westphal,Christen,Westphal,C. Westphal,USA,Defender,Brecksville,NA,4/4/24
27,Adrienne Leigh,Jordan,Adrienne,Jordan,A. Jordan,USA,Defender,NA,NA,2/6/23
28,Danielle Jessica,Colaprico,Danielle,Colaprico,D. Colaprico,USA,Midfielder,Freehold Township,NA,4/4/24
29,Madison,Krauser,NA,NA,M. Krauser,USA,Midfielder,Georgia,NA,2/6/23
30,Michele,Dalton,NA,NA,M. Dalton,USA,Goalkeeper,Mount Prospect,NA,2/6/23
31,Kassidy,Brown,NA,NA,K. Brown,USA,Defender,NA,NA,2/6/23
32,Casey Marie,Krueger,Casey,Krueger,C. Krueger,USA,Defender,Naperville,NA,4/4/24
33,Giuleana,Lopez,NA,NA,G. Lopez,USA,Attacker,NA,NA,2/6/23
34,Samantha,Martel Johnson,Samantha,Johnson,S. Johnson,USA,Defender,Palmdale,NA,2/6/23
35,Courtney,Raetzman,NA,NA,C. Raetzman,USA,Midfielder,NA,NA,2/6/23
36,Kathleen Camille,Lind,Katie,Lind,K. Lind,USA,Defender,Elk Grove Village,NA,4/4/24
37,Olivia,Pappalardo,NA,NA,O. Pappalardo,USA,Midfielder,NA,NA,2/6/23
38,Alyssa Lee,Mautz,Alyssa,Mautz,A. Mautz,USA,Midfielder,St. Louis,NA,2/6/23
39,Cara,Walls,NA,NA,C. Walls,USA,Attacker,Wauwatosa,NA,2/6/23
40,Jennifer,Hoy,Jennifer,Hoy,J. Hoy,USA,Attacker,Sellersville,NA,2/6/23
41,Amanda,DaCosta,Amanda Jaqueline,Da Costa,Amanda DaCosta,Portugal,Midfielder,Katonah,Amanda Da Costa,2/6/23
42,Christen Annemarie,Press,Christen,Press,C. Press,USA,Attacker,Los Angeles,NA,4/4/24
43,Janelle Kalyn,Flaws,NA,NA,J. Flaws,USA,Attacker,Glenview,NA,2/6/23
44,Alyssa Michele,Naeher,Alyssa,Naeher,A. Naeher,USA,Goalkeeper,Bridgeport,NA,4/4/24
45,Arin Hadley,Wright,Arin,Wright,A. Wright,USA,Defender,Wilmore,Arin Wright,4/4/24
46,Rebekah,Roller,NA,NA,R. Roller,USA,Midfielder,NA,NA,2/6/23
47,Vanessa Sue,DiBernardo,Vanessa,DiBernardo,V. DiBernardo,USA,Midfielder,"Naperville, IL",NA,4/4/24
48,Julie Beth,Ertz,Julie,Ertz,J. Ertz,USA,Midfielder,Mesa,NA,9/3/23
49,Sofia Christine,Huerta,Sofia,Huerta,S. Huerta,USA,Defender,Boise,NA,4/4/24
50,Brianna,Smallidge,NA,NA,B. Smallidge,USA,Goalkeeper,Bremerton,NA,2/6/23
51,Mary,Luba,NA,NA,M. Luba,USA,Midfielder,Shorewood,NA,2/6/23
52,Rosie Frances,Malone-Povolny,NA,NA,R. Povolny,USA,Midfielder,NA,NA,2/6/23
53,Sarah L.,Gorden,Sarah,Gorden,S. Gorden,USA,Defender,Elk Grove,NA,4/4/24
54,Taylor,Comeau,NA,NA,T. Comeau,USA,Midfielder,Los Gatos,NA,2/6/23
55,Shea Ellese,Groom,Shea,Groom,S. Groom,USA,Midfielder,Liberty,NA,4/4/24
56,McKenzie,Karas,NA,NA,M. Karas,USA,Defender,NA,NA,2/6/23
57,Nicole Renee,Barnhart,Nicole,Barnhart,N. Barnhart,USA,Goalkeeper,Pottstown,NA,4/4/24
58,Lauren,Sesselmann,Lauren,Sesselmann,L. Sesselmann,Canada,Defender,Marshfield,NA,2/6/23
59,Brittany Nicole,Kolmel,Brittany,Kolmel,B. Kolmel,USA,Defender,Campbell Hall,NA,2/6/23
60,Yael,Averbuch,NA,NA,Y. Averbuch,USA,Midfielder,New York City,NA,2/6/23
61,Desiree Rose Marie,Scott,Desiree,Scott,D. Scott,Canada,Midfielder,"Winnipeg, Manitoba",NA,4/4/24
62,Jen,Buczkowski,Jen,Buczkowski,J. Buczkowski,USA,Midfielder,Chicago,NA,2/6/23
63,Heather Ann,O'Reilly Werry,Heather,O'Reilly,H. O'Reilly,USA,Midfielder,East Brunswick,NA,2/6/23
64,Lo’eau Kaiulani,LaBonta,Lo'eau,LaBonta,L. LaBonta,USA,Midfielder,"Rancho Cucamonga, CA",NA,4/4/24
65,Tiffany Janea,McCarty,Tiffany,McCarty,T. McCarty,USA,Attacker,Laurel,NA,2/6/23
66,Catherine,Parkhill,NA,NA,C. Parkhill,USA,Goalkeeper,Apple Valley,NA,2/6/23
67,Brianne,Taylor Reed Pérez,Brianne,Reed,B. Reed,Dominican Republic,Defender,Tinton Falls,NA,2/6/23
68,Caroline,Kastor,NA,NA,C. Kastor,USA,Attacker,Wichita,NA,2/6/23
69,Frances,Silva,NA,NA,F. Silva,USA,Attacker,Overland Park,NA,2/6/23
70,Amanda,Paige Frisbie,Amanda,Frisbie,A. Frisbie,USA,Defender,Keller,NA,2/6/23
71,Tiffany,Weimer,Tiffany,Weimer,T. Weimer,USA,Midfielder,Bridgeport,NA,2/6/23
72,Kate Elizabeth,Bowen,Kate,Bowen,K. Bowen,New Zealand,Defender,Auckland,Katie Bowen,2/6/23
73,Katelyn Morgan,Rowland,Katelyn,Rowland,K. Rowland,USA,Goalkeeper,Walnut Creek,NA,4/4/24
74,Erika Leigh,Tymrak,Erika,Tymrak,E. Tymrak,USA,Midfielder,Detroit,NA,9/3/23
75,Alex,Arlitt,NA,NA,A. Arlitt,USA,Defender,Houston,NA,2/6/23
76,Molly,Menchel,NA,NA,M. Menchel,USA,Midfielder,NA,NA,2/6/23
77,Rebecca Elizabeth,Sauerbrunn,Becky,Sauerbrunn,B. Sauerbrunn,USA,Defender,St. Louis,NA,4/4/24
78,Amanda Christine,Laddish,Mandy,Laddish,M. Laddish,USA,Midfielder,Lee's Summit,NA,2/6/23
79,Alexa,Newfield,NA,NA,A. Newfield,USA,Midfielder,Atlanta,NA,2/6/23
80,Tessa,Andujar,NA,NA,T. Andujar,USA,Defender,NA,NA,2/6/23
81,Chestley,Strother,Chestley,Strother,C. Strother,USA,Midfielder,Whitehouse,NA,2/6/23
82,Caitlyn Josephine,Heap,NA,NA,C. Heap,USA,Midfielder,Tampa,NA,2/6/23
83,Melissa,Henderson,Melissa,Henderson,M. Henderson,USA,Attacker,Garland,NA,2/6/23
84,Andressa,Cavalari Machry,Andressa,Cavalari Machry,Andressinha,Brazil,Midfielder,Roque Gonzales,Andressinha,2/6/23
85,Amber Jean,Brooks,Amber,Brooks,A. Brooks,USA,Defender,Evansville,NA,9/3/23
86,Bianca,Henninger,Bianca,Henninger,B. Henninger,Mexico,Goalkeeper,Los Gatos,NA,2/6/23
87,Kealia,Ohai Watt,Kealia,Watt,K. Watt,USA,Attacker,Draper,NA,2/6/23
88,Mónica Rose,Alvarado Rodriguez,NA,NA,M. Alvarado,Mexico,Midfielder,Santa Monica,NA,2/6/23
89,Poliana,Barbosa Medeiros,Poliana,Barbosa Medeiros,Poliana,Brazil,Defender,Ituiutaba,Poliana,2/6/23
90,Bianca,Brinson,NA,NA,B. Brinson,USA,Attacker,Austin,NA,2/6/23
91,Morgan Paige,Gautrat,Morgan,Gautrat,M. Gautrat,USA,Midfielder,St. Simons Island,NA,4/4/24
92,Cari Elizabeth,Roccaro,Cari,Roccaro,C. Roccaro,USA,Midfielder,East Islip,NA,4/4/24
93,Denise Rebecca,O'Sullivan,Denise,O'Sullivan,D. O'Sullivan,Republic of Ireland,Midfielder,Cork,NA,4/4/24
94,Cambria Danielle,Privett,Cambria,Privett,C. Privett,USA,Midfielder,Bakersfield,Cami Privett,2/6/23
95,Lydia Grace Yilkari,Williams,Lydia,Williams,L. Williams,Australia,Goalkeeper,Katanning,NA,2/6/23
96,Haley,Carter,NA,NA,H. Carter,USA,Goalkeeper,NA,NA,2/6/23
97,Ellie Katherine,Brush,Ellie,Brush,E. Brush,Australia,Defender,Canberra,NA,2/6/23
98,Stephanie,Ochs,Stephanie,Ochs,S. Ochs,USA,Defender,San Diego,NA,2/6/23
99,Janine Elizabeth,Beckie,Janine,Beckie,J. Beckie,Canada,Attacker,Highlands Ranch,NA,4/4/24
100,Rachel Ann,Daly,Rachel,Daly,R. Daly,England,Attacker,Harrogate,NA,2/6/23
101,Megan,Crosson,Megan,Crosson,M. Crosson,USA,Defender,Costa Mesa,NA,2/6/23
102,Tessa,Florio-Gavilsky,NA,NA,T. Florio,USA,Attacker,Clayton,NA,2/6/23
103,Caroline,McCue Van Slambrouck,Caroline,Van Slambrouck,C. Van Slambrouck,USA,Defender,Kingswood,NA,2/6/23
104,Kate,Scheele,NA,NA,K. Scheele,USA,Goalkeeper,Walla Walla,NA,2/6/23
105,Rebecca,Moros,Rebecca,Moros,R. Moros,USA,Midfielder,Manhattan,NA,2/6/23
106,Allysha Lyn,Chapman,Allysha,Chapman,A. Chapman,Canada,Defender,Oshawa,NA,4/4/24
107,Chioma Grace,Ubogagu,Chioma,Ubogagu,C. Ubogagu,England,Attacker,London,NA,2/6/23
108,Carli Anne,Hollins,Carli,Lloyd,C. Lloyd,USA,Attacker,NA,NA,2/6/23
109,Anna María,Gilbertson Rojas,NA,NA,C. Gilbertson,Costa Rica,Attacker,Davis,NA,2/6/23
110,Caroline,Casey,NA,NA,C. Casey,USA,Goalkeeper,Chesapeake,NA,2/6/23
111,Theresa,Diederich,NA,NA,T. Diederich,USA,Midfielder,Ponte Vedra Beach,NA,2/6/23
112,Erica Marie,Skroski,Erica,Skroski,E. Skroski,USA,Defender,NA,NA,2/6/23
113,Shawna,Gordon,NA,NA,S. Gordon,USA,Midfielder,Los Angeles,NA,2/6/23
114,Jillian Ann,Loyden,Jill,Loyden,J. Loyden,USA,NA,Vineland,NA,2/6/23
115,Maya,Hayes,NA,NA,M. Hayes,USA,Attacker,Montclair,NA,2/6/23
116,Erin Dorothy,Simon,Erin,Simon,E. Simon,USA,Defender,Oakhurst,NA,2/6/23
117,Samantha,May Kerr,Sam,Kerr,S. Kerr,Australia,Attacker,Fremantle,NA,2/6/23
118,Courtney Kathryn 'Coco',Goodson,CoCo,Goodson,C. Goodson,USA,Defender,Ramona,NA,2/6/23
119,Raquel,Rodríguez Cedeño,Rocky,Rodríguez,R. Rodríguez,Costa Rica,Midfielder,San José,NA,4/4/24
120,Catherine,Zimmerman,Catherine,Zimmerman,C. Zimmerman,USA,Attacker,NA,NA,2/6/23
121,Caroline,Stanley,NA,NA,C. Stanley,USA,Goalkeeper,Oklahoma City,NA,2/6/23
122,Kelley Maureen,O'Hara,Kelley,O'Hara,K. O'Hara,USA,Defender,Fayetteville,NA,4/4/24
123,Nicole Leslie,Stanton,Nikki,Stanton,N. Stanton,USA,Midfielder,North Bend,NA,4/4/24
124,Danielle,Schulmann,Danielle,Schulmann,D. Schulmann,Israel,Attacker,Saddle River,NA,2/6/23
125,Rachel Margot,Breton,Rachel,Breton,R. Breton,USA,Attacker,Manalapan,NA,2/6/23
126,Kelly,Conheeney,NA,NA,K. Conheeney,USA,Midfielder,Ridgewood,NA,2/6/23
127,Taylor,Lytle,Taylor,Lytle,T. Lytle,USA,Midfielder,Las Cruces,NA,2/6/23
128,Erin Nicole,Nayler,Erin,Nayler,E. Nayler,New Zealand,Goalkeeper,Auckland,NA,2/6/23
129,Dominique Elyse,Richardson,Domi,Richardson,D. Richardson,USA,Midfielder,Fullerton,NA,2/6/23
130,Kristin,Grubka,NA,NA,K. Grubka,USA,Defender,Melbourne,NA,2/6/23
131,Leah Danielle,Galton,Leah,Galton,L. Galton,England,Midfielder,Harrogate,NA,2/6/23
132,Sarah,Woldmoe,Sarah,Woldmoe,S. Woldmoe,USA,Midfielder,Fort Wayne,NA,2/6/23
133,Ashley,Nick,Ashley,Nick,A. Nick,USA,Midfielder,Monrovia,NA,2/6/23
134,Kim,DeCesare,NA,NA,K. DeCesare,USA,Midfielder,Massapequa Park,NA,2/6/23
135,Christie,Pearce,Christie,Pearce,C. Pearce,USA,Defender,Fort Lauderdale,NA,2/6/23
136,Natasha,Kai,NA,NA,N. Kai,USA,Attacker,Kahuku,NA,2/6/23
137,Michelle,Cruz,NA,NA,M. Cruz,USA,Defender,Long Beach,NA,2/6/23
138,Hope,Solo,Hope,Solo,H. Solo,USA,Goalkeeper,Richland,NA,2/6/23
139,Beverly,Yanez,Beverly,Yanez,B. Yanez,USA,Midfielder,Moreno Valley,NA,2/6/23
140,Megan Anna,Rapinoe,Megan,Rapinoe,M. Rapinoe,USA,Attacker,Redding,NA,9/3/23
141,Kiersten,Dallstream,Kiersten,Dallstream,K. Dallstream,USA,Attacker,Kirksville,NA,2/6/23
142,Gabriëlla Maria,Melis,Manon,Melis,M. Melis,Netherlands,Attacker,NA,NA,2/6/23
143,Kim Alison,Little,Kim,Little,K. Little,Scotland,Midfielder,Mintlaw,NA,2/6/23
144,Carson Leighann,Pickett,Carson,Pickett,C. Pickett,USA,Defender,Spartanburg,NA,4/4/24
145,Havana Marguerite,Solaun,Havana,Solaun,H. Solaun,Jamaica,Midfielder,NA,NA,4/4/24
146,Nahomi,Kawasumi,Nahomi,Kawasumi,N. Kawasumi,Japan,Midfielder,Yamato,NA,9/3/23
147,Abigail,Steele,NA,NA,A. Steele,USA,Goalkeeper,NA,NA,2/6/23
148,Elli Kayla,Reed,Elli,Reed,E. Reed,USA,Defender,Salt Lake City,NA,2/6/23
149,Keelin,Winters,Keelin,Winters,K. Winters,USA,Midfielder,Cleveland,NA,2/6/23
150,Lauren Kate,Barnes,Lauren,Barnes,L. Barnes,USA,Defender,Arcadia,NA,4/4/24
151,Lindsay,Elston,NA,NA,L. Elston,USA,Midfielder,McMurray,NA,2/6/23
152,Paige Kathleen,Nielsen,Paige,Nielsen,P. Nielsen,USA,Defender,Lincoln,NA,4/4/24
153,Jessica Anne,Fishlock,Jess,Fishlock,J. Fishlock,Wales,Midfielder,Cardiff,NA,4/4/24
154,Haley Judith,Kopmeyer,Haley,Kopmeyer,H. Kopmeyer,USA,Goalkeeper,Troy,NA,2/6/23
155,Merritt Elizabeth,Mathias,Merritt,Mathias,M. Mathias,USA,Defender,Birmingham,NA,4/4/24
156,Andi,Tostanoski,NA,NA,A. Tostanoski,USA,Goalkeeper,Colorado Springs,NA,2/6/23
157,Kendall Lorraine,Fletcher,Kendall,Fletcher,K. Fletcher,USA,Defender,Cary,NA,2/6/23
158,Rachel Louise,Corsie,Rachel,Corsie,R. Corsie,Scotland,Defender,Aberdeen,NA,2/6/23
159,Rumi,Utsugi,Rumi,Utsugi,R. Utsugi,Japan,Defender,Kanagawa,NA,2/6/23
160,McKenzie,Berryhill,McKenzie,Berryhill,M. Berryhill,USA,Defender,Phoenix,NA,2/6/23
161,Allie,Wisner,NA,NA,A. Wisner,USA,Attacker,Bozeman,NA,2/6/23
162,Becky,Edwards,Becky,Edwards,B. Edwards,USA,Midfielder,Downingtown,NA,2/6/23
163,Josee,Belanger,Josée,Bélanger,J. Belanger,Canada,Defender,Coaticook,NA,2/6/23
164,Monica,Hickmann Alves,Mônica,Hickmann Alves,Mônica,Brazil,Defender,Porto Alegre,Mônica Hickmann,2/6/23
165,Camille,Levin,NA,NA,C. Levin,USA,Defender,Newport Coast,NA,2/6/23
166,Toni Deion,Pressley,Toni,Pressley,T. Pressley,USA,Defender,Melbourne,NA,2/6/23
167,Leah Lynn Gabriela,Fortune,NA,NA,Leah,Brazil,Defender,São Paulo,NA,2/6/23
168,Sarah,Hagen,NA,NA,S. Hagen,USA,Attacker,Appleton,NA,2/6/23
169,Kaylyn,Kyle,Kaylyn,Kyle,K. Kyle,Canada,Midfielder,Saskatoon,NA,2/6/23
170,Jamia Ayanna,Fields,Jamia,Fields,J. Fields,USA,Attacker,Alta Loma,NA,2/6/23
171,Kaitlyn,Savage,NA,NA,K. Savage,USA,Goalkeeper,NA,NA,2/6/23
172,Ashlyn Michelle,Harris,Ashlyn,Harris,A. Harris,USA,Goalkeeper,Satellite Beach,NA,2/6/23
173,Lisa Marie,De Vanna,Lisa,De Vanna,L. De Vanna,Australia,Attacker,Fremantle,NA,2/6/23
174,Danielle Marie,Weatherholt,Dani,Weatherholt,D. Weatherholt,USA,Midfielder,San Clemente,NA,4/4/24
175,Kim,Reynolds,NA,NA,K. Reynolds,USA,Midfielder,NA,NA,2/6/23
176,Madlyn Whitney,Evans,Madlyn,Evans,M. Evans,USA,Midfielder,Philadelphia,NA,2/6/23
177,Megan,Dorsey,NA,NA,M. Dorsey,USA,Goalkeeper,Melbourne,NA,2/6/23
178,Lianne,Sanderson,Lianne,Sanderson,L. Sanderson,England,Attacker,Watford,NA,2/6/23
179,Sam,Witteman,NA,NA,S. Witteman,USA,Midfielder,Redondo Beach,NA,2/6/23
180,Christina Marie,Burkenroad Sandoval,Christina,Burkenroad,C. Burkenroad,USA,Attacker,La Jolla,NA,2/6/23
181,Kristen Nicole,Edmonds,Kristen,Edmonds,K. Edmonds,USA,Defender,Metuchen,NA,4/4/24
182,Aubrey Renee,Kingsbury,Aubrey,Kingsbury,A. Kingsbury,USA,Goalkeeper,Cincinnati,NA,4/4/24
183,Laura Colleen Gloria,Brock,Laura,Brock,L. Brock,Australia,Defender,Melbourne,NA,2/6/23
184,Stephanie-Elise,Catley,Stephanie-Elise,Catley,S. Catley,Australia,Defender,Melbourne,NA,2/6/23
185,Jasmyne Bryanne,Spencer,Jasmyne,Spencer,J. Spencer,USA,Attacker,Bay Shore,NA,4/4/24
186,Sierra,Lelii,NA,NA,S. Lelii,USA,Midfielder,Seminole,NA,2/6/23
187,Alexandra,Morgan Carrasco,Alex,Morgan,A. Morgan,USA,Attacker,San Dimas,NA,4/4/24
188,Hayley Emma,Raso,Hayley,Raso,H. Raso,Australia,Attacker,Brisbane,NA,2/6/23
189,Katherine,Reynolds,Katherine,Reynolds,K. Reynolds,USA,Defender,San Clemente,NA,2/6/23
190,Emily Ann,Sonnett,Emily,Sonnett,E. Sonnett,USA,Defender,Marietta,NA,4/4/24
191,Amandine Chantal,Henry,Amandine,Henry,A. Henry,France,Midfielder,Lille,NA,4/4/24
192,Shade,Pratt,NA,NA,S. Pratt,USA,Defender,Rosemount,NA,2/6/23
193,Adrianna Nichole,Franch,Adrianna,Franch,A. Franch,USA,Goalkeeper,"Salina, KS",NA,4/4/24
194,Kendall Elizabeth,Johnson,Kendall,Johnson,K. Johnson,USA,Defender,Portland,NA,2/6/23
195,Mallory Alyse,Weber,Mallory,Weber,M. Weber,USA,Defender,"Novi, MI",NA,4/4/24
196,Emily,Townsend Menges,Emily,Menges,E. Menges,USA,Defender,Garden City,NA,4/4/24
197,Emily,Kruger,NA,NA,E. Kruger,USA,Goalkeeper,Woodside,NA,2/6/23
198,Lindsey Michelle,Horan,Lindsey,Horan,L. Horan,USA,Midfielder,Lakewood,NA,9/3/23
199,Kathryn,Williamson,Kat,Williamson,K. Williamson,USA,Defender,Dallas,NA,2/6/23
200,Michelle Jenny,Betos,Michelle,Betos,M. Betos,USA,Goalkeeper,New York City,NA,4/4/24
201,Dagný,Brynjarsdóttir,Dagny,Brynjarsdóttir,D. Brynjarsdóttir,Iceland,Midfielder,Hella,NA,2/6/23
202,Nadia,Nadim,Nadia,Nadim,N. Nadim,Denmark,Attacker,Herat,NA,9/3/23
203,Celeste Anais,Boureille,Celeste,Boureille,C. Boureille,USA,Midfielder,San Francisco,NA,2/6/23
204,Samantha Jane,Lofton,NA,NA,S. Lofton,USA,Defender,Lock Haven,NA,2/6/23
205,Meghan Elizabeth,Klingenberg,Meghan,Klingenberg,M. Klingenberg,USA,Defender,Pittsburgh,NA,4/4/24
206,Jennifer,Skogerboe,NA,NA,J. Skogerboe,USA,Midfielder,NA,NA,2/6/23
207,Christine Margaret,Sinclair,Christine,Sinclair,C. Sinclair,Canada,Attacker,Burnaby,NA,4/4/24
208,Meleana,Shim,Meleana,Shim,M. Shim,USA,Midfielder,Honolulu,NA,9/3/23
209,Tobin,Powell Heath,Tobin,Heath,T. Heath,USA,Attacker,Morristown,NA,2/6/23
210,Meagan Alexandra,Morris,NA,NA,M. Morris,USA,Attacker,Montclair,NA,2/6/23
211,Alexandra Linsley,Long Batista,Allie,Long,A. Long,USA,Midfielder,Huntington,NA,9/3/23
212,Maureen,Fitzgerald,Maureen,Fitzgerald,M. Fitzgerald,USA,Midfielder,Beaverton,NA,2/6/23
213,Shelina Laura,Zadorsky,Shelina,Zadorsky,S. Zadorsky,Canada,Defender,London,NA,2/6/23
214,Cali Jean,Farquharson,Cali,Farquharson,C. Farquharson,USA,Attacker,Phoenix,NA,2/6/23
215,Crystal Alyssia,Soubrier,Crystal,Dunn,C. Dunn,USA,Midfielder,New Hyde Park,NA,4/4/24
216,Christine Marie,Nairn,Christine,Nairn,C. Nairn,USA,Midfielder,Annapolis,NA,2/6/23
217,Estefanía Romina,Banini Ruiz,Estefanía,Banini,E. Banini,Argentina,Midfielder,Mendoza,NA,2/6/23
218,Cheyna Lee,Williams Matthews,Cheyna,Matthews,C. Matthews,Jamaica,Attacker,Hampton,NA,9/3/23
219,Kelsey,Wys,NA,NA,K. Wys,USA,Goalkeeper,Coral Springs,NA,2/6/23
220,Alexandra Blaire,Krieger,Ali,Krieger,A. Krieger,USA,Defender,Dumfries,NA,9/3/23
221,Caprice Ka'anohikula,Dydasco,Caprice,Dydasco,C. Dydasco,USA,Defender,Honolulu,NA,4/4/24
222,Alyssa,Kleiner,NA,NA,A. Kleiner,USA,Defender,Las Vegas,NA,2/6/23
223,Allison,Palisch,Alli,Palisch,A. Palisch,Republic of Ireland,Midfielder,Plano,NA,2/6/23
224,Estelle Laura,Johnson,Estelle,Johnson,E. Johnson,Cameroon,Defender,Maroua,NA,4/4/24
225,Whitney,Church,NA,NA,W. Church,USA,Defender,Ashburn,NA,2/6/23
226,Megan Leigh,Montefusco,Megan,Montefusco,M. Montefusco,USA,Defender,Naperville,NA,4/4/24
227,Victoria Lauren,Huster,Tori,Huster,T. Huster,USA,Midfielder,Cincinnati,NA,9/3/23
228,Haley,Rosen,NA,NA,H. Rosen,USA,Attacker,Rolling Hills,NA,2/6/23
229,Dijana,Haračić,DiDi,Haracic,D. Haračić,Bosnia and Herzegovina,Goalkeeper,Sarajevo,NA,4/4/24
230,Francisca,Ordega,Francisca,Ordega,F. Ordega,Nigeria,Attacker,Gboko,NA,2/6/23
231,Joanna Christie,Lohman,Joanna,Lohman,J. Lohman,USA,Midfielder,Silver Spring,NA,2/6/23
232,Diana Beverly,Matheson,Diana,Matheson,D. Matheson,Canada,Midfielder,Oakville,NA,2/6/23
233,Stephanie Lynn Marie,Farsø,Stephanie,Labbé,S. Labbé,Canada,Goalkeeper,Edmonton,NA,2/6/23
234,Katherine Nicole,Stengel,Katie,Stengel,K. Stengel,USA,Attacker,Melbourne,NA,4/4/24
235,Line,Sigvardsen Jensen,Line,Sigvardsen Jensen,L. Jensen,Denmark,Midfielder,Farsø,Line Jensen,2/6/23
236,Janice,Cayman,Janice,Cayman,J. Cayman,Belgium,Defender,Brasschaat,NA,2/6/23
237,Makenzy Allyson,Doniak,Makenzy,Doniak,M. Doniak,USA,Attacker,Chino Hills,NA,4/4/24
238,Michaela,Hahn,NA,NA,M. Hahn,USA,Midfielder,Titusville,NA,2/6/23
239,Jessica Marie,McDonald,Jess,McDonald,J. McDonald,USA,Attacker,Phoenix,NA,9/3/23
240,Adriana Kristina,Leon,Adriana,Leon,A. Leon,Canada,Attacker,Mississauga,NA,9/3/23
241,Elizabeth Hunt,Eddy,Elizabeth,Eddy,E. Eddy,USA,Defender,Costa Mesa,NA,4/4/24
242,Samantha June,Mewis,Sam,Mewis,S. Mewis,USA,Midfielder,Hanson,NA,9/3/23
243,Abby May,Erceg,Abby,Erceg,A. Erceg,New Zealand,Defender,Whangarei,NA,4/4/24
244,Courtney,Niemiec,NA,NA,C. Niemiec,USA,Defender,Philadelphia,NA,2/6/23
245,Alanna Stephanie,Kennedy,Alanna,Kennedy,A. Kennedy,Australia,Defender,Campbelltown,NA,2/6/23
246,Abigail Lynn,Dahlkemper,Abby,Dahlkemper,A. Dahlkemper,USA,Defender,Lancaster,NA,4/4/24
247,Jaelene McKenzie,Daniels,Jaelene,Daniels,J. Daniels,USA,Defender,Denver,NA,2/6/23
248,Laura,Liedle,NA,NA,L. Liedle,USA,Defender,NA,NA,2/6/23
249,Taylor Nicole,Smith,Taylor,Smith,T. Smith,USA,Defender,Fort Worth,NA,4/4/24
250,Ga-Eul,Jeon,Ga-Eul,Jeon,Jeon Ga-Eul,Korea Republic,Attacker,Paju,Jeon Ga-Eul,2/6/23
251,Meredith Madeline,Speck,Meredith,Speck,M. Speck,USA,Midfielder,Rockville Centre,NA,4/4/24
252,Kristen Marie,Hamilton,Kristen,Hamilton,K. Hamilton,USA,Attacker,"Littleton, CO",NA,4/4/24
253,Britt Ellen,Eckerstrom,Britt,Eckerstrom,B. Eckerstrom,USA,Goalkeeper,Germantown,NA,2/6/23
254,Halimatu,Ibrahim Ayinde,Halimatu,Ayinde,H. Ayinde,Nigeria,Midfielder,Kaduna,NA,2/6/23
