player_id,player_first_name,player_last_name,player_short_first_name,player_short_last_name,player_match_name,player_nationality,player_position,player_place_of_birth,player_known_name,last_updated
808,Kelsey,Hill,Kelsey,Hill,K. Hill,USA,Defender,NA,NA,9/3/23
809,McKenzie,Weinert,McKenzie,Weinert,M. Weinert,USA,Attacker,NA,NA,4/4/24
810,Jadyn,Edwards,Jadyn,Edwards,J. Edwards,USA,Attacker,NA,NA,9/3/23
811,Natalie,Viggiano,Natalie,Viggiano,N. Viggiano,USA,Midfielder,NA,NA,9/3/23
812,Kayla Ann,Morrison,Kayla,Morrison,K. Morrison,USA,Defender,NA,NA,9/3/23
813,Chai,Cortez,Chai,Cortez,C. Cortez,USA,Defender,NA,NA,9/3/23
814,Shea,Hastings Conn­ors,Shea,Connors,S. Conn­ors,USA,Attacker,NA,NA,9/3/23
815,Jordan,Thompson,Jordan,Thompson,J. Thompson,USA,Defender,Sumner,NA,9/3/23
816,Cyera Makenzie,Hintzen,Cyera,Hintzen,C. Hintzen,USA,Attacker,NA,NA,9/3/23
817,Maitane,López Millán,Maitane,López,Maitane López,Spain,Midfielder,Mallorca,NA,4/4/24
818,Isabel Susan,Dehakiz,Isabel,Dehakiz,I. Dehakiz,Colombia,Midfielder,NA,NA,9/3/23
819,Sarah,Puntigam,Sarah,Puntigam,S. Puntigam,Austria,Midfielder,Raning,NA,4/4/24
820,Susanna Joy,Friedrichs,Susanna,Friedrichs,S. Friedrichs,USA,Defender,NA,NA,9/3/23
821,Kelly Maureen,Fitzgerald,Kelly,Fitzgerald,K. Fitzgerald,USA,Midfielder,NA,NA,9/3/23
822,Rafaelle,Leone Carvalho de Souza,Rafaelle,Leone Carvalho de Souza,Rafaelle Souza,Brazil,Defender,Cipó,Rafaelle Souza,4/4/24
823,Alyssa Mae,Walker,Alyssa,Walker,A. Walker,USA,Attacker,NA,NA,9/3/23
824,Ella,Shamburger,Ella,Shamburger,E. Shamburger,USA,Defender,NA,NA,9/3/23
825,Kyra Taylor,Carusa,Kyra,Carusa,K. Carusa,Republic of Ireland,Attacker,San Diego,NA,4/4/24
826,Ouleymata,Sarr,Ouleymata,Sarr,O. Sarr,France,Attacker,Cambrai,NA,4/4/24
827,Annaïg Charlotte Thérese,Butel,Annaïg,Butel,A. Butel,France,Defender,Ivry-sur-Seine,NA,4/4/24
828,Stine,Ballisager Pedersen,Stine,Ballisager,S. Ballisager,Denmark,Defender,Vellev,NA,4/4/24
829,Lauren Eduarda,Leal Costa,Lauren Eduarda,Leal Costa,Lauren,Brazil,Defender,Votorantim,Lauren,4/4/24
830,Esther,González Rodríguez,Esther,González,Esther González,Spain,Attacker,Huéscar,NA,4/4/24
831,Manaka,Matsukubo,Manaka,Matsukubo,M. Matsukubo,Japan,Midfielder,Kagoshima,NA,4/4/24
832,Gisele Olivia,Thompson,Gisele,Thompson,G. Thompson,USA,Defender,Studio City,Gisele Thompson,4/4/24
833,Madison,Curry,Madison,Curry,M. Curry,USA,Defender,NA,NA,4/4/24
834,Kennedy Linh,Fuller,Kennedy,Fuller,K. Fuller,USA,Midfielder,NA,NA,4/4/24
835,Casey Yu-Jin,Phair,Casey Yu-Jin,Phair,Phair Casey Yu-Jin,Korea Republic,Attacker,NA,Phair Casey Yu-Jin,4/4/24
836,Hannah,Stambaugh,Hannah,Stambaugh,H. Stambaugh,Japan,Goalkeeper,NA,NA,4/4/24
837,Jordan,Brewster,Jordan,Brewster,J. Brewster,USA,Defender,Canton,NA,4/4/24
838,Jamie,Shepherd,Jamie,Shepherd,J. Shepherd,USA,Midfielder,NA,NA,4/4/24
839,Emmie,Allen,Emmie,Allen,E. Allen,USA,Goalkeeper,NA,NA,4/4/24
840,Caroline,Conti,Caroline,Conti,C. Conti,USA,Attacker,Charlotte,NA,4/4/24
841,Racheal,Kundananji,Racheal,Kundananji,R. Kundananji,Zambia,Attacker,Ndola,NA,4/4/24
842,Princess Dankwa,Marfo,Princess,Marfo,P. Marfo,Ghana,Attacker,NA,NA,4/4/24
843,Maya,Doms,Maya,Doms,M. Doms,USA,Midfielder,Davis,NA,4/4/24
844,Asisat Lamina,Oshoala,Asisat,Oshoala,A. Oshoala,Nigeria,Attacker,Ikorodu,NA,4/4/24
845,Madeline,Moreau,Madeline,Moreau,M. Moreau,USA,Defender,Youngsville,NA,4/4/24
846,Jennifer Patricia,Beattie,Jen,Beattie,J. Beattie,Scotland,Defender,Glasgow,NA,4/4/24
847,Lysianne,Proulx,Lysianne,Proulx,L. Proulx,Canada,Goalkeeper,Boucherville,NA,4/4/24
848,Deyna Cristina,Castellanos Naujenis,Deyna,Castellanos,D. Castellanos,Venezuela,Midfielder,Maracay,NA,4/4/24
849,Savannah Mckenzie,King,Savy,King,S. King,USA,Defender,Santa Monica,NA,4/4/24
850,Hannah,Anderson,Hannah,Anderson,H. Anderson,USA,Defender,NA,NA,4/4/24
851,Leilanni,Nesbeth,Leilanni,Nesbeth,L. Nesbeth,Bermuda,Midfielder,NA,NA,4/4/24
852,Jameese,Joseph,Jameese,Joseph,J. Joseph,USA,Midfielder,NA,NA,4/4/24
853,Bea,Franklin,Bea,Franklin,B. Franklin,USA,Midfielder,NA,NA,4/4/24
854,Allison,McKenna Cook,Ally,Cook,Ally Cook,USA,Attacker,NA,Ally Cook,4/4/24
855,Maximiliane,Rall,Maximiliane,Rall,M. Rall,Germany,Defender,Rottweil,NA,4/4/24
856,Amanda,West,Amanda,West,A. West,Canada,Attacker,NA,NA,4/4/24
857,Andressa,Alves da Silva,Andressa,Alves da Silva,Andressa Alves,Brazil,Midfielder,São Paulo,Andressa Alves,4/4/24
858,Avery,Patterson,Avery,Patterson,A. Patterson,USA,Attacker,NA,NA,4/4/24
859,Kalyssa Priscilla,van Zanten,Kiki,van Zanten,K. van Zanten,Jamaica,Attacker,Buffalo Grove,NA,4/4/24
860,Elin Ingrid Johanna,Rubensson,Elin,Rubensson,E. Rubensson,Sweden,Midfielder,Ystad,NA,4/4/24
861,Regan,Steigleder,Regan,Steigleder,R. Steigleder,USA,Midfielder,"Iowa City, IA",NA,4/4/24
862,Alexandra Mackenzie,Pfeiffer,Alex,Pfeiffer,A. Pfeiffer,USA,Attacker,St. Louis,NA,4/4/24
863,Beatriz,Zaneratto João,Beatriz,Zaneratto João,Bia Zaneratto,Brazil,Attacker,Araraquara,Bia Zaneratto,4/4/24
864,Ellis,Wheeler,Ellis,Wheeler,E. Wheeler,USA,Defender,NA,NA,4/4/24
865,Claire,Hutton,Claire,Hutton,C. Hutton,USA,Midfielder,"Bethlehem, NY",NA,4/4/24
866,Sophía Wais,Braun,Sophía,Braun,S. Braun,Argentina,Midfielder,Beaverton,NA,4/4/24
867,Temwa,Chawinga,Temwa,Chawinga,T. Chawinga,Malawi,Attacker,NA,NA,4/4/24
868,Hope,Hisey,Hope,Hisey,H. Hisey,USA,Goalkeeper,Tucson,NA,4/4/24
869,Erin,McKinney,Erin,McKinney,E. McKinney,USA,Goalkeeper,NA,NA,4/4/24
870,Maycee Nicole,Bell,Maycee,Bell,M. Bell,USA,Defender,Wichita,NA,4/4/24
871,Maya,McCutcheon,Maya,McCutcheon,M. McCutcheon,USA,Midfielder,NA,NA,4/4/24
872,Natalia,Staude,Natalia,Staude,N. Staude,USA,Defender,NA,NA,4/4/24
873,Landy,Mertz,Landy,Mertz,L. Mertz,USA,Midfielder,NA,NA,4/4/24
874,Julia,Dorsey,Julia,Dorsey,J. Dorsey,USA,Defender,NA,NA,4/4/24
875,Riley Francis,Jackson,Riley,Jackson,R. Jackson,USA,Midfielder,NA,NA,4/4/24
876,Felicitas,Rauch,Felicitas,Rauch,F. Rauch,Germany,Defender,Hannoversch Münden,NA,4/4/24
877,Rikako,Kobayashi,Rikako,Kobayashi,R. Kobayashi,Japan,Attacker,Kobe,NA,4/4/24
878,Luana,Bertolucci Paixão,Luana,Bertolucci Paixão,Luana,Brazil,Midfielder,São Bernardo do Campo,Luana,4/4/24
879,Alex,Kerr,Alex,Kerr,A. Kerr,USA,Attacker,Boston,NA,4/4/24
880,Ally Olivia,Lemos,Ally,Lemos,A. Lemos,USA,Midfielder,Glendora,NA,4/4/24
881,McKinley,Crone,McKinley,Crone,M. Crone,USA,Goalkeeper,NA,NA,4/4/24
882,Evelina Pirjo Jovanka,Duljan,Evelina,Duljan,E. Duljan,Sweden,Defender,Kristianstad,NA,4/4/24
883,Sofia,Manner,Sofia,Manner,S. Manner,Finland,Goalkeeper,Helsinki,NA,4/4/24
884,Coriana,Dyke,Coriana,Dyke,C. Dyke,USA,Midfielder,NA,NA,4/4/24
885,Barbra,Banda,Barbra,Banda,B. Banda,Zambia,Attacker,Lusaka,NA,4/4/24
886,Payton Elizabeth,Linnehan,Payton,Linnehan,P. Linnehan,USA,Attacker,NA,NA,4/4/24
887,Olivia,Wade-Katoa,Olivia,Wade-Katoa,O. Wade-Katoa,USA,Midfielder,NA,NA,4/4/24
888,Nicole Oyeyemisi,Payne,Nicole,Payne,N. Payne,Nigeria,Defender,Birmingham,NA,4/4/24
889,Isabella,Bryld Obaze,Isabella,Obaze,I. Obaze,Denmark,Defender,Kolding,NA,4/4/24
890,Mallie,McKenzie,Mallie,McKenzie,M. McKenzie,USA,Midfielder,NA,NA,4/4/24
891,Marie,Müller,Marie,Müller,M. Müller,Germany,Midfielder,NA,NA,4/4/24
892,Katherine,Asman,Kat,Asman,K. Asman,USA,Goalkeeper,NA,NA,4/4/24
893,Jessie Alexandra,Fleming,Jessie,Fleming,J. Fleming,Canada,Midfielder,London,NA,4/4/24
894,Reilyn,Turner,Reilyn,Turner,R. Turner,USA,Attacker,NA,NA,4/4/24
895,Elexa Marie,Bahr Gutiérrez,Elexa,Bahr,E. Bahr,Colombia,Attacker,Buford,NA,4/4/24
896,Yuuka,Kurosaki,Yuuka,Kurosaki,Y. Kurosaki,Japan,Midfielder,Kitakyushu-shi,NA,4/4/24
897,Emma,Sears,Emma,Sears,E. Sears,USA,Attacker,Ohio,NA,4/4/24
898,Emily Louise Foy,Clegg,Milly,Clegg,M. Clegg,New Zealand,Attacker,Auckland,NA,4/4/24
899,Kennedy Megan,Wesley,Kennedy,Wesley,K. Wesley,USA,Defender,NA,NA,4/4/24
900,Mya Rilaine,Charmaine Jones,Mya,Jones,M. Jones,Canada,Attacker,Calgary,NA,4/4/24
901,Kimmi,Ascanio,Kimmi,Ascanio,K. Ascanio,USA,Midfielder,NA,NA,4/4/24
902,Kaitlyn Grace,Torpey,Kaitlyn,Torpey,K. Torpey,Australia,Defender,NA,NA,4/4/24
903,Hanna Ester,Lundkvist,Hanna,Lundkvist,H. Lundkvist,Sweden,Defender,Djurö,NA,4/4/24
904,Morgan,Messner,Morgan,Messner,M. Messner,USA,Goalkeeper,NA,NA,4/4/24
905,Lily Susan,Woodham,Lily,Woodham,L. Woodham,Wales,Defender,Cardiff,NA,4/4/24
906,Samantha,Meza,Samantha,Meza,S. Meza,USA,Midfielder,NA,NA,4/4/24
907,So-Yun,Ji,So-Yun,Ji,Ji So-Yun,Korea Republic,Midfielder,Seoul,Ji So-Yun,4/4/24
908,Madison,Mercado,Maddie,Mercado,M. Mercado,USA,Midfielder,NA,NA,4/4/24
909,Emeri Kate,Adames,Emeri,Adames,E. Adames,USA,Attacker,NA,NA,4/4/24
910,Dana Margaretha Wilhelmina,Foederer,Dana,Foederer,D. Foederer,Netherlands,Midfielder,Veldhoven,NA,4/4/24
911,Cristina Isabel,Roque,Cristina,Roque,C. Roque,Puerto Rico,Goalkeeper,NA,NA,4/4/24
912,Olivia,Smith Griffitts,Olivia,Griffitts,O. Griffitts,USA,Defender,NA,NA,4/4/24
913,Allyson Marie,Sentnor,Ally,Sentnor,A. Sentnor,USA,Attacker,NA,NA,4/4/24
914,Agnes Birgitta,Nyberg,Agnes,Nyberg,A. Nyberg,Sweden,Midfielder,Uppsala,NA,4/4/24
915,Brecken Inga,Mozingo,Brecken,Mozingo,B. Mozingo,USA,Attacker,Sandy,NA,4/4/24
916,Lauren Elizabeth,Flynn,Lauren,Flynn,L. Flynn,USA,Defender,NA,NA,4/4/24
917,Zoe Mackenzie,Chabot Burns,Zoe,Burns,Z. Burns,Canada,Defender,Issaquah,NA,4/4/24
918,Kate Meguire,Wiesner,Kate,Wiesner,K. Wiesner,USA,Defender,Monrovia,NA,4/4/24
919,Courtney,Brown,Courtney,Brown,C. Brown,USA,Midfielder,NA,NA,4/4/24
920,Croix,Bethune,Croix,Bethune,C. Bethune,USA,Midfielder,NA,NA,4/4/24
921,Makenna,Morris,Makenna,Morris,M. Morris,USA,Attacker,NA,NA,4/4/24
922,Heather,Stainbrook,Heather,Stainbrook,H. Stainbrook,USA,Midfielder,Sandy,NA,4/4/24
923,Hal,Hershfelt,Hal,Hershfelt,H. Hershfelt,USA,Midfielder,Atlanta,NA,4/4/24
