player_id,team_id,season,corners_into_box_successful,games_played,short_passes_successful,shots_off_target,passes_opposition_half_unsuccessful,corners_into_box_unsuccessful,clean_sheets,crossses_corners_unsuccessful,goals_conceded_outside_box,through_balls,duels_aerial,duels_ground,open_play_crosses_unsuccessful,goals_conceded,successful_passes_total,recoveries,handballs_conceded,tackled,duels,appearances,tackles_lost,duels_won,passes_unsuccessful,passes_rightside,overruns,short_passes_unsuccessful,passes_backwards,passes_open_play,key_passes,shots_on_target,open_play_passes_successful,crosses_corners_successful,lay_offs_successful,passes_own_half_unsuccessful,launches_successful,tackles_won,goals_inside_box,minutes,starts,long_passess_successful,sub_on,loss_of_possession_total,goals_conceded_inside_box,goals_right_foot,duels_lost,lay_offs_unsuccessful,shots_total,total_fouls_won,fouls_conceded_total,tackles_total,passes_forward,yellow_cards,touches_total_opposition_box,goals_left_foot,passes_own_half_successful,passes_total,passess_leftside,dribbles_unsuccessful,crosses_open_play_successful,corners_won,interceptions,dribbles_successful,aerial_duels_lost,assists,duels_ground_lost,passess_opp_half_successful,goals,long_passes_unsuccessful,clearances_total,goals_outside_box,touches,ground_duels_won,corners_taken,assists_intentional,sub_off,foul_attempted_tackle,launches_unsuccessful,shots_blocked,aerial_duels_won,goals_home,goals_away,goals_win,woodwork_hit,goal_line_clearances,goals_conceded_penalty,offsides,throw_ins_to_own_player,blocks,penalties_conceded,attempts_from_set_pieces,goals_other,goals_head,own_goals,throw_ins_to_opposition_player,penalties_won,assists_second,gk_distribution_successful,goalkicks_total,penalty_goals,penalties_taken,penalties_saved,saves_made_inside_box,gk_smother,saves_made,catches,punches,saves_made_caught,penalties_faced,saves_made_outside_box,saves_penalty,saves_made_parried,gk_distribution_unsuccessful,drops,last_updated.x,last_player_tackle,red_cards_total,red_cards_straight,goals_set_piece,crosses_not_claimed,red_cards_2nd_yellow,penalties_off_target,player_first_name,player_last_name,player_short_first_name,player_short_last_name,player_match_name,player_nationality,player_position,player_place_of_birth,player_known_name,last_updated.y,team_id.y,team_name,team_name_short,team_club_name,team_abbreviation,first_season,last_season,last_updated
638,17,2024,6,17,334,5,117,22,1,41,2,1,18,62,14,16,376,78,1,12,80,17,7,46,115,125,1,80,101,468,10,5,358,9,12,39,2,22,2,915,10,42,7,194,14,2,34,1,10,3,8,29,173,2,17,1,188,491,92,5,3,9,13,6,10,2,24,197,3,35,22,1,700,38,41,1,6,4,19,8,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Joelle,Anderson,Joelle,Anderson,J. Anderson,USA,Midfielder,California,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
452,17,2024,10,27,455,13,146,26,5,48,4,3,43,128,15,32,470,95,1,36,171,27,18,94,139,140,2,108,156,593,28,5,459,16,26,41,3,24,1,1778,19,15,8,259,28,1,77,2,18,18,12,42,181,1,58,0,200,609,132,17,5,9,18,13,20,2,57,286,1,31,24,0,969,71,45,2,8,3,22,11,23,0,1,0,1,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Dorian Josey,Bailey,Dorian,Bailey,D. Bailey,USA,Midfielder,Mission,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
846,17,2024,0,8,259,0,26,0,0,0,1,0,21,19,0,6,276,21,0,4,40,8,1,22,44,131,0,25,5,307,1,1,266,0,0,18,1,3,0,415,6,17,2,52,5,0,18,0,1,1,6,4,139,1,4,0,206,320,45,1,0,0,4,1,5,0,13,70,0,19,18,0,368,6,0,0,6,5,7,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Jennifer Patricia,Beattie,Jen,Beattie,J. Beattie,Scotland,Defender,Glasgow,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
657,17,2024,0,26,658,7,140,1,2,21,4,2,5,204,18,36,677,113,4,62,209,26,15,95,166,144,6,153,234,830,24,16,666,5,23,47,1,32,3,2169,24,19,2,312,32,1,114,4,23,23,34,47,207,2,100,1,285,843,258,32,5,13,17,23,3,2,111,397,3,13,13,0,1225,93,4,2,8,16,6,9,2,2,1,1,0,0,2,4,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Theresa Stephanie,Boade,Tess,Boade,T. Boade,USA,Attacker,Highlands Ranch,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
837,17,2024,0,1,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,7,0,0,1,12,0,0,12,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Jordan,Brewster,Jordan,Brewster,J. Brewster,USA,Defender,Canton,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
797,17,2024,0,10,119,2,65,1,0,20,1,1,19,86,19,12,124,28,0,31,105,10,10,47,64,38,2,56,45,188,6,2,124,3,4,19,0,13,1,697,8,5,2,146,11,1,58,0,4,6,14,23,59,2,35,0,38,188,46,11,3,12,7,9,10,0,48,89,1,8,9,0,377,38,1,0,7,11,4,2,9,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Scarlett Nefer,Camberos Becerra,Scarlett,Camberos,S. Camberos,Mexico,Attacker,San Diego,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
848,17,2024,19,21,310,15,133,32,0,58,3,1,21,113,18,24,326,83,0,40,134,21,6,59,100,90,0,73,120,399,25,11,301,25,16,25,1,15,2,1079,12,16,9,224,21,1,75,2,26,14,8,21,122,1,36,1,129,426,94,13,3,15,6,12,9,1,66,222,2,27,8,0,704,47,64,1,8,5,14,4,12,2,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Deyna Cristina,Castellanos Naujenis,Deyna,Castellanos,D. Castellanos,Venezuela,Midfielder,Maracay,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
840,17,2024,0,8,27,0,14,0,0,0,1,0,0,5,0,4,27,7,0,1,5,8,1,3,17,12,0,13,12,41,0,0,24,0,1,3,0,1,0,97,1,0,7,20,3,0,2,0,0,1,0,2,14,0,2,0,9,44,6,0,0,0,0,0,0,0,2,18,0,4,2,0,57,3,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Caroline,Conti,Caroline,Conti,C. Conti,USA,Attacker,Charlotte,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
246,17,2024,0,23,1001,3,140,0,7,2,3,0,46,50,1,28,1092,114,1,2,96,23,12,53,229,214,0,100,83,1259,4,4,1043,0,0,91,23,14,3,2055,22,91,1,240,25,1,43,0,7,8,9,26,548,1,16,0,756,1321,476,0,0,0,24,1,28,0,15,336,3,129,68,0,1529,35,0,0,0,5,44,0,18,2,1,1,0,0,2,1,9,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Abigail Lynn,Dahlkemper,Abby,Dahlkemper,A. Dahlkemper,USA,Defender,Lancaster,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
843,17,2024,0,1,7,1,1,0,0,0,0,0,2,1,0,1,7,0,0,1,3,1,0,1,4,2,0,3,2,11,1,0,7,0,1,3,0,0,0,14,0,0,1,5,1,0,2,0,1,0,0,0,3,0,0,0,3,11,4,1,0,0,0,0,1,0,1,4,0,1,0,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Maya,Doms,Maya,Doms,M. Doms,USA,Midfielder,Davis,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
221,17,2024,1,26,861,3,184,0,4,22,5,0,33,175,22,35,888,161,0,40,208,26,21,101,223,63,1,155,173,1100,19,0,879,11,3,61,10,35,0,2145,23,27,3,402,30,0,107,0,3,8,22,56,455,2,22,0,432,1111,420,26,10,5,45,30,26,0,81,467,0,68,42,0,1779,94,2,0,2,14,30,3,7,0,0,0,1,0,1,0,195,7,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Caprice Ka'anohikula,Dydasco,Caprice,Dydasco,C. Dydasco,USA,Defender,Honolulu,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
302,17,2024,0,19,254,10,89,0,1,25,2,1,40,96,25,17,262,52,1,24,136,19,9,63,94,53,1,84,99,355,16,11,261,15,11,30,1,21,1,1179,13,8,6,168,15,1,73,1,21,14,13,30,107,0,53,0,83,356,97,11,15,15,6,5,26,2,47,194,1,10,13,0,611,49,0,1,5,7,6,5,14,0,1,1,0,0,2,5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Rachel Morgan,Hill,Rachel,Hill,R. Hill,USA,Attacker,Rollinsford,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
744,17,2024,0,22,177,12,79,1,1,8,4,0,33,135,7,23,186,51,2,43,168,22,12,64,96,78,2,90,76,273,10,9,177,2,9,25,2,18,4,1404,15,9,7,207,19,4,104,1,21,13,24,30,71,6,72,0,69,282,57,23,2,12,10,11,23,3,81,119,4,6,8,0,549,54,2,1,10,15,2,10,10,2,2,0,1,0,0,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Penelope Elizabeth,Hocking,Penelope,Hocking,P. Hocking,USA,Attacker,NA,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
849,17,2024,0,18,346,1,97,0,0,16,3,0,30,76,16,26,360,48,0,10,106,18,17,58,125,103,0,79,73,472,8,1,351,7,0,44,4,22,0,1109,12,14,6,217,23,0,48,0,2,6,11,39,251,1,6,0,201,485,58,8,7,3,22,3,20,2,28,166,0,46,34,0,844,48,0,0,8,8,26,2,10,0,0,0,0,0,2,2,103,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Savannah Mckenzie,King,Savy,King,S. King,USA,Defender,Santa Monica,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
841,17,2024,0,22,240,30,210,0,4,40,3,5,53,371,40,38,257,128,2,148,424,22,24,183,216,146,22,188,75,467,30,29,251,14,5,46,0,32,5,1944,21,17,1,540,35,3,241,0,59,27,50,56,174,7,191,1,70,473,78,84,14,40,18,70,22,4,219,201,5,28,12,0,1179,152,0,4,3,18,11,24,31,2,3,1,6,0,3,5,12,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Racheal,Kundananji,Racheal,Kundananji,R. Kundananji,Zambia,Attacker,Ndola,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
640,17,2024,0,4,116,1,28,0,0,1,0,0,5,30,1,7,123,25,0,2,35,4,4,21,37,44,0,20,11,153,2,1,116,0,0,10,1,6,0,296,4,7,0,45,7,0,14,0,2,6,7,10,64,1,0,1,55,160,41,1,0,1,3,2,2,0,12,68,1,17,8,1,217,18,0,0,2,5,5,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Alexis Alycia,Loera,Alex,Loera,A. Loera,USA,Midfielder,Thornton,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
663,17,2024,0,23,484,3,143,0,4,20,2,0,27,172,20,20,510,113,1,32,199,23,25,116,191,220,2,131,154,685,15,2,497,5,1,68,5,39,0,1471,17,26,6,328,18,0,83,0,5,21,18,64,311,2,18,0,275,701,16,19,5,3,46,11,7,0,76,240,0,60,49,0,1233,96,0,0,8,11,27,2,20,0,0,0,0,0,3,1,135,6,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Alyssa,Malonson,Alyssa,Malonson,A. Malonson,USA,Defender,Primavera,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
NA,17,2024,0,9,49,7,20,0,0,5,1,1,10,50,5,8,50,17,1,17,60,9,0,21,15,27,3,13,26,64,4,3,49,0,2,0,0,6,0,240,2,1,7,51,7,0,39,0,10,6,14,6,9,1,22,0,17,65,3,12,0,2,1,5,6,0,33,33,0,2,1,0,144,17,0,0,2,6,0,3,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
196,17,2024,0,27,1324,0,125,0,6,6,5,1,39,75,6,42,1405,154,0,12,114,27,15,59,223,375,0,128,80,1593,3,1,1371,3,0,104,22,19,0,2389,26,81,1,270,37,0,55,0,1,7,10,34,689,0,16,0,990,1628,484,4,3,1,23,4,25,2,30,418,0,95,96,0,1911,45,0,2,1,7,70,1,14,0,0,0,0,3,3,0,1,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Emily,Townsend Menges,Emily,Menges,E. Menges,USA,Defender,Garden City,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
845,17,2024,0,12,104,1,35,0,1,9,0,0,7,28,9,4,108,15,0,9,35,12,1,15,41,33,0,33,35,147,5,1,106,1,0,15,2,8,0,260,2,4,10,80,4,0,20,0,2,1,5,9,55,1,6,0,43,149,26,6,1,1,8,2,4,0,16,66,0,8,9,0,281,12,0,0,0,2,2,0,3,0,0,0,0,0,0,2,41,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Madeline,Moreau,Madeline,Moreau,M. Moreau,USA,Defender,Youngsville,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
844,17,2024,0,26,261,25,134,0,2,26,3,1,70,151,26,29,274,72,2,62,221,26,10,87,141,106,6,132,122,370,21,15,229,0,11,33,1,23,8,1994,24,13,2,305,26,8,134,10,40,12,31,33,100,4,152,0,99,415,87,22,0,22,2,12,40,1,94,175,8,9,16,0,784,57,0,1,13,13,5,15,30,1,7,4,1,0,3,13,1,2,1,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Asisat Lamina,Oshoala,Asisat,Oshoala,A. Oshoala,Nigeria,Attacker,Ikorodu,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
590,17,2024,0,21,493,6,100,0,4,7,3,3,29,98,6,25,523,98,0,16,127,21,17,60,151,155,0,105,97,663,6,4,512,1,8,58,10,15,0,1768,19,30,2,202,22,1,67,0,10,13,23,32,258,2,3,0,265,674,164,1,0,1,25,5,19,1,48,259,1,46,39,1,926,50,0,1,1,11,29,1,10,0,1,0,0,0,3,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Kiara Shaelene,Pickett,Kiki,Pickett,K. Pickett,USA,Defender,Santa Barbara,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
847,17,2024,0,6,176,0,12,0,1,0,1,0,2,5,0,15,199,39,0,0,7,6,1,5,31,87,0,1,0,174,0,0,164,0,0,19,5,0,0,540,6,23,0,32,14,0,2,0,0,1,0,1,64,0,0,0,194,230,79,0,0,0,0,1,0,0,2,5,0,30,9,0,300,3,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,0,0,1,15,2,26,4,4,2,1,11,1,3,11,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Lysianne,Proulx,Lysianne,Proulx,L. Proulx,Canada,Goalkeeper,Boucherville,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
73,17,2024,0,21,506,0,42,0,5,0,4,0,12,4,0,28,569,178,0,2,16,21,0,11,97,258,0,9,0,451,0,0,409,0,0,55,10,0,0,1920,21,63,0,102,24,0,5,0,0,1,1,0,185,1,1,0,556,666,223,1,0,0,0,0,1,0,4,13,0,88,19,0,900,0,0,0,0,1,33,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,234,149,0,0,1,37,1,58,37,6,3,4,20,1,10,25,2,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Katelyn Morgan,Rowland,Katelyn,Rowland,K. Rowland,USA,Goalkeeper,Walnut Creek,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
838,17,2024,0,2,46,0,4,0,0,0,1,0,7,7,0,5,51,3,0,1,14,2,1,6,7,17,0,6,9,58,1,0,51,0,1,3,1,0,0,156,2,5,0,9,4,0,8,0,0,3,2,1,15,0,0,0,29,58,17,0,0,0,0,0,5,0,3,22,0,1,2,0,73,4,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-12,NA,NA,NA,NA,NA,NA,NA,Jamie,Shepherd,Jamie,Shepherd,J. Shepherd,USA,Midfielder,NA,NA,2024-04-04,,Bay FC,Bay FC,Bay FC,BAY,2024,2024,
850,2,2024,0,17,504,1,105,0,5,1,4,0,37,38,1,27,554,59,1,6,75,17,4,39,173,248,0,83,49,696,7,1,532,1,0,69,15,9,0,1449,16,50,1,194,23,0,36,0,2,3,8,13,291,3,17,0,432,727,139,3,1,0,12,1,15,1,21,123,0,90,83,0,911,17,0,1,0,1,47,1,22,0,0,0,0,0,2,2,1,16,1,0,NA,0,0,0,0,NA,0,1,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,0,2025-03-12,0,0,0,NA,NA,NA,NA,Hannah,Anderson,Hannah,Anderson,H. Anderson,USA,Defender,NA,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
NA,2,2024,0,1,4,0,1,0,0,0,0,0,1,10,0,1,4,0,0,4,11,1,0,3,2,3,0,1,1,6,1,0,4,0,0,1,0,3,0,45,1,0,0,7,1,0,8,0,0,0,0,3,1,0,0,0,1,6,1,1,0,0,0,0,1,0,7,3,0,1,0,0,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
743,2,2024,2,18,223,2,68,0,1,2,4,1,33,97,2,13,237,62,1,21,130,18,13,64,91,64,1,75,55,324,5,1,234,4,3,25,2,21,1,791,9,14,9,136,9,1,66,0,3,11,15,34,127,2,8,0,117,328,82,14,2,2,8,4,18,0,48,124,1,16,12,0,484,49,2,0,7,11,9,0,15,1,0,0,1,0,0,0,0,3,0,1,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Júlia,Bianchi,Júlia,Bianchi,Júlia Bianchi,Brazil,Midfielder,Xanxerê,Júlia Bianchi,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
465,2,2024,0,8,94,1,35,0,0,2,1,0,5,43,2,9,102,24,0,11,48,8,5,24,53,23,1,35,23,152,1,0,100,0,0,20,5,8,0,420,3,8,5,89,8,0,24,0,1,0,4,13,86,0,1,0,57,155,23,7,0,2,8,11,5,0,19,45,0,18,23,0,297,24,0,0,1,1,8,2,0,0,0,0,0,0,1,0,24,3,0,0,NA,0,0,13,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Camryn Ann,Biegalski,Camryn,Biegalski,C. Biegalski,USA,Defender,Lombard,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
716,2,2024,3,24,211,12,90,3,0,15,5,0,31,122,12,23,218,70,0,37,153,24,8,72,113,41,1,80,97,329,6,6,216,8,3,38,2,11,1,1377,15,7,9,205,18,0,81,2,18,24,20,19,105,4,42,0,124,331,88,23,5,13,17,16,18,2,63,102,1,33,25,0,598,59,8,2,10,15,24,1,13,1,0,0,1,0,2,5,8,2,0,0,NA,1,0,8,1,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Jenna,Bike,Jenna,Bike,J. Bike,USA,Attacker,Trumbull,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
854,2,2024,0,15,42,3,20,0,0,1,1,0,24,26,1,5,42,8,0,11,50,15,4,22,28,14,0,25,19,66,3,1,38,1,2,9,0,3,0,215,1,0,14,52,4,0,28,0,4,3,3,7,23,0,10,0,18,70,14,5,1,2,2,1,13,1,15,25,0,3,2,0,134,11,0,0,1,2,3,0,11,0,0,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Allison,McKenna Cook,Ally,Cook,Ally Cook,USA,Attacker,NA,Ally Cook,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
633,2,2024,0,3,6,1,6,0,0,0,1,0,6,11,0,1,6,5,0,2,17,3,1,8,10,1,0,9,3,16,0,2,6,0,0,4,0,2,1,95,0,0,3,12,0,1,9,0,3,1,3,3,11,1,4,0,3,16,1,2,0,0,1,2,4,0,5,3,1,1,3,0,33,6,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Ava,Cook,Ava,Cook,Ava Cook,USA,Attacker,Battle Creek,Ava Cook,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
642,2,2024,0,11,54,3,18,0,0,3,0,1,6,29,3,5,57,10,0,15,35,11,2,17,19,7,1,14,14,76,1,2,57,2,0,4,0,5,0,233,0,3,11,51,5,0,18,0,5,5,1,7,29,1,7,0,23,76,26,7,2,3,3,1,2,0,16,36,0,5,9,0,165,13,0,0,0,1,4,0,4,0,0,0,1,0,0,1,12,0,0,0,NA,0,0,6,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Chardonnay,Curran,Chardonnay,Curran,C. Curran,USA,Midfielder,Ewa Beach,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
853,2,2024,0,17,279,3,74,0,5,2,1,0,90,79,2,20,293,54,0,9,169,17,9,89,127,93,0,107,61,419,4,1,292,2,7,55,2,21,1,1156,13,14,4,155,19,0,80,1,4,9,17,30,165,2,9,1,175,420,101,4,2,2,22,3,43,0,37,120,1,20,26,0,608,42,0,0,4,10,12,1,47,0,1,0,1,0,1,0,1,14,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Bea,Franklin,Bea,Franklin,B. Franklin,USA,Midfielder,NA,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
359,2,2024,0,9,29,2,16,1,0,4,0,0,12,34,3,3,30,5,0,11,46,9,2,24,16,9,1,13,15,46,1,1,30,0,0,4,0,11,0,231,3,1,6,48,3,0,22,0,3,4,2,13,12,0,10,0,14,46,10,4,0,3,5,3,8,0,14,16,0,3,2,0,121,20,1,0,3,2,3,2,4,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Nádia Filipa,Gomes Coelho,Nádia Filipa,Gomes Coelho,Nádia Gomes,Portugal,Attacker,Viseu,Nádia Gomes,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
627,2,2024,0,7,45,1,4,0,0,0,1,1,3,30,0,5,46,16,0,12,33,7,4,13,9,16,2,8,18,55,1,0,46,0,2,5,0,3,0,190,3,1,4,33,4,0,20,0,1,1,3,7,16,0,6,0,20,55,5,7,0,1,1,4,2,1,18,26,0,1,2,0,107,12,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,1,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,2025-03-12,0,0,0,NA,NA,NA,NA,Sarah Elaine,Griffith,Sarah,Griffith,S. Griffith,USA,Attacker,Naperville,NA,2024-04-04,dzxypx8djih58p668surbi4qm,Chicago Red Stars,Chicago Red Stars,Chicago Red Stars,CHI,2016,2022,1/1/23
