player_id,player_id,player_match_name,player_position,team_id,season,corners_into_box_successful,games_played,short_passes_successful,shots_off_target,passes_opposition_half_unsuccessful,corners_into_box_unsuccessful,clean_sheets,crossses_corners_unsuccessful,goals_conceded_outside_box,through_balls,duels_aerial,duels_ground,open_play_crosses_unsuccessful,goals_conceded,successful_passes_total,recoveries,handballs_conceded,tackled,duels,appearances,tackles_lost,duels_won,passes_unsuccessful,passes_rightside,overruns,short_passes_unsuccessful,passes_backwards,passes_open_play,key_passes,shots_on_target,open_play_passes_successful,crosses_corners_successful,lay_offs_successful,passes_own_half_unsuccessful,launches_successful,tackles_won,goals_inside_box,minutes,starts,long_passess_successful,sub_on,loss_of_possession_total,goals_conceded_inside_box,goals_right_foot,duels_lost,lay_offs_unsuccessful,shots_total,total_fouls_won,fouls_conceded_total,tackles_total,passes_forward,yellow_cards,touches_total_opposition_box,goals_left_foot,passes_own_half_successful,passes_total,passess_leftside,dribbles_unsuccessful,crosses_open_play_successful,corners_won,interceptions,dribbles_successful,aerial_duels_lost,assists,duels_ground_lost,passess_opp_half_successful,goals,long_passes_unsuccessful,clearances_total,goals_outside_box,touches,ground_duels_won,corners_taken,assists_intentional,sub_off,foul_attempted_tackle,launches_unsuccessful,shots_blocked,aerial_duels_won,goals_home,goals_away,goals_win,woodwork_hit,goal_line_clearances,goals_conceded_penalty,offsides,throw_ins_to_own_player,blocks,penalties_conceded,attempts_from_set_pieces,goals_other,goals_head,own_goals,throw_ins_to_opposition_player,penalties_won,assists_second,gk_distribution_successful,goalkicks_total,penalty_goals,penalties_taken,penalties_saved,saves_made_inside_box,gk_smother,saves_made,catches,punches,saves_made_caught,penalties_faced,saves_made_outside_box,saves_penalty,saves_made_parried,gk_distribution_unsuccessful,drops,last_updated,,
196,196,E. Menges,Defender,17,2024,0,27,1324,0,125,0,6,6,5,1,39,75,6,42,1405,154,0,12,114,27,15,59,223,375,0,128,80,1593,3,1,1371,3,0,104,22,19,0,2389,26,81,1,270,37,0,55,0,1,7,10,34,689,0,16,0,990,1628,484,4,3,1,23,4,25,2,30,418,0,95,96,0,1911,45,0,2,1,7,70,1,14,0,0,0,0,3,3,0,1,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
205,205,M. Klingenberg,Defender,8,2024,0,12,123,2,24,0,0,3,1,0,7,22,3,5,129,23,0,8,29,12,2,9,35,69,0,24,25,159,4,0,124,2,2,14,2,4,0,248,2,6,10,52,4,0,20,0,2,1,2,6,46,0,0,0,69,164,24,5,2,1,5,2,7,1,13,62,0,11,4,0,238,9,0,1,2,1,5,0,0,0,0,0,0,0,0,0,20,1,0,0,,0,,4,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
207,207,C. Sinclair,Attacker,8,2024,0,25,326,8,126,0,0,4,1,1,84,70,4,16,341,47,0,23,154,25,7,79,133,98,0,124,118,460,22,12,328,1,23,11,3,10,3,1317,17,15,8,181,15,3,75,2,20,9,10,17,175,2,49,1,102,474,83,9,1,5,3,7,37,1,38,240,4,9,14,1,643,32,0,1,16,6,4,9,47,4,0,2,0,0,0,5,3,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
215,215,C. Dunn,Midfielder,5,2024,0,20,294,3,103,0,0,32,2,3,26,123,32,10,298,57,0,37,149,20,14,72,86,43,3,73,112,382,11,9,296,9,1,15,0,30,1,1059,12,4,8,202,8,1,77,1,12,10,14,44,111,2,58,0,87,384,118,13,9,14,8,8,16,2,61,220,1,13,7,0,655,62,0,1,11,14,6,4,10,1,0,0,0,0,1,9,9,1,0,0,,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
221,221,C. Dydasco,Defender,17,2024,1,26,861,3,184,0,4,22,5,0,33,175,22,35,888,161,0,40,208,26,21,101,223,63,1,155,173,1100,19,0,879,11,3,61,10,35,0,2145,23,27,3,402,30,0,107,0,3,8,22,56,455,2,22,0,432,1111,420,26,10,5,45,30,26,0,81,467,0,68,42,0,1779,94,2,0,2,14,30,3,7,0,0,0,1,0,1,0,195,7,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
229,229,D. Haračić,Goalkeeper,15,2024,0,23,664,0,47,0,4,0,3,0,7,5,0,36,813,169,0,0,12,23,0,9,167,284,0,21,0,695,0,0,612,0,0,120,52,0,0,2070,23,149,0,170,33,0,3,0,0,4,1,0,441,1,0,0,771,980,255,0,0,0,0,0,1,0,2,42,0,146,14,0,1175,3,0,0,0,1,76,0,6,0,0,0,0,0,2,0,0,0,1,0,,0,,0,0,,228,190,0,0,,51,4,78,17,7,3,2,26,,18,36,1,3/12/25,,
234,234,K. Stengel,Attacker,5,2024,0,15,180,11,68,0,0,9,2,1,51,103,9,9,184,40,0,49,154,15,3,66,71,70,4,63,58,246,9,15,176,2,5,12,0,14,0,829,8,4,7,164,7,0,88,1,26,5,8,17,75,2,65,0,51,255,52,16,2,9,6,14,21,1,67,135,0,8,4,0,477,36,0,0,5,1,4,5,30,0,0,0,1,0,2,6,7,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
237,237,M. Doniak,Attacker,16,2024,2,24,333,13,131,1,0,36,1,1,28,90,34,25,343,72,1,26,118,24,4,58,138,110,1,106,117,480,13,7,342,11,10,43,1,15,3,1419,17,10,7,232,24,2,60,2,20,16,11,19,165,0,51,1,157,481,89,10,9,4,14,11,16,1,44,197,3,32,11,0,754,46,3,1,15,7,19,8,12,3,0,0,1,,1,2,9,2,0,0,0,0,0,3,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
241,241,E. Eddy,Defender,15,2024,0,3,16,0,4,0,0,2,0,0,1,4,2,2,16,9,0,2,5,3,0,1,4,10,1,2,1,19,1,0,15,0,0,2,0,1,0,29,0,0,3,10,2,0,4,0,0,0,0,1,8,0,0,0,11,20,1,1,0,0,0,0,1,0,3,5,0,2,0,0,33,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
243,243,A. Erceg,Defender,14,2024,0,26,1262,2,56,0,5,0,8,0,49,49,0,39,1327,111,0,9,98,26,14,67,125,563,0,73,69,1416,2,3,1295,0,0,69,13,15,0,2340,26,65,0,166,31,0,31,0,5,2,4,29,371,0,18,0,1052,1452,449,3,0,1,31,0,13,2,18,275,0,52,102,0,1802,31,0,0,0,2,36,1,36,0,0,0,0,0,5,2,69,36,0,0,,0,0,18,0,0,3,3,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
246,246,A. Dahlkemper,Defender,17,2024,0,23,1001,3,140,0,7,2,3,0,46,50,1,28,1092,114,1,2,96,23,12,53,229,214,0,100,83,1259,4,4,1043,0,0,91,23,14,3,2055,22,91,1,240,25,1,43,0,7,8,9,26,548,1,16,0,756,1321,476,0,0,0,24,1,28,0,15,336,3,129,68,0,1529,35,0,0,0,5,44,0,18,2,1,1,0,0,2,1,9,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
246,246,A. Dahlkemper,Defender,16,2024,0,22,964,3,130,0,7,2,2,0,46,46,1,26,1050,108,1,2,92,22,11,50,212,205,0,96,80,1204,4,4,1003,0,0,84,22,13,3,1935,21,86,1,223,24,1,42,0,7,7,9,24,522,1,16,0,727,1262,455,0,0,0,23,1,28,0,14,323,3,116,65,0,1459,32,0,0,0,5,41,0,18,2,1,0,0,,2,1,9,19,0,0,0,2,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
251,251,M. Speck,Midfielder,11,2024,0,12,56,0,23,0,0,7,0,0,5,24,7,3,58,10,0,4,29,12,2,14,21,25,0,19,22,77,3,4,56,0,3,5,0,2,2,208,1,2,11,43,3,1,15,0,4,5,3,4,17,2,12,1,25,79,15,1,0,2,1,3,3,1,12,33,2,2,0,0,132,12,0,1,1,2,2,1,2,1,1,0,0,0,1,1,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
252,252,K. Hamilton,Attacker,13,2024,0,4,11,0,3,0,0,0,1,0,3,3,0,3,11,0,0,1,6,4,0,3,4,2,0,4,4,12,0,1,8,1,0,1,0,0,1,88,0,0,4,7,2,0,3,0,1,1,0,0,6,0,5,1,7,15,3,0,1,1,0,1,2,0,1,5,1,0,1,0,28,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
255,255,L. Williams,Attacker,5,2024,0,18,218,18,95,0,2,18,1,2,44,123,18,10,233,72,0,42,167,18,9,88,98,122,4,83,80,329,15,16,231,5,10,21,2,26,4,1057,11,15,7,212,9,3,79,0,34,5,15,35,89,1,81,0,72,331,40,16,5,16,8,15,11,3,68,166,4,15,13,0,629,55,0,3,7,9,10,9,33,2,2,3,1,0,1,4,10,1,0,0,,1,0,3,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
258,258,I. Onumonu,Attacker,12,2024,0,5,18,1,11,0,0,1,0,0,7,13,1,0,19,5,0,5,20,5,1,13,11,3,0,11,15,29,1,2,18,0,2,1,0,2,0,108,0,1,5,23,0,0,7,0,3,2,1,3,7,0,10,0,8,30,5,2,0,3,1,1,0,0,7,11,0,0,3,0,65,6,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
261,261,R. Lavelle,Midfielder,5,2024,15,23,552,17,148,24,3,43,2,1,31,148,15,13,565,88,0,64,179,23,9,78,126,153,5,116,167,659,30,31,535,21,11,21,1,26,7,1596,18,13,5,293,11,5,101,1,48,11,10,35,216,1,87,2,170,691,155,30,3,10,10,14,11,1,90,416,8,10,7,1,1066,58,43,0,10,6,4,13,20,7,1,4,2,0,1,3,9,0,0,0,,1,0,4,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
263,263,M. Purce,Attacker,5,2024,0,1,10,0,6,0,0,1,0,0,2,7,1,0,10,2,0,1,9,1,0,4,5,3,0,5,3,15,0,1,10,0,0,0,0,0,0,45,1,0,0,10,0,0,5,0,1,1,1,0,1,1,4,0,3,15,8,1,0,0,1,3,2,0,3,7,0,0,0,0,30,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
270,270,Y. Nagasato,Attacker,4,2024,3,21,325,2,57,7,0,12,4,3,27,75,5,25,334,43,1,14,102,21,5,42,73,105,0,70,109,393,10,5,320,6,12,28,3,8,1,1065,14,9,7,123,21,0,60,1,7,13,16,13,107,2,15,2,157,407,86,5,1,1,15,4,15,1,45,183,2,3,11,1,565,30,11,0,14,12,2,1,12,1,1,1,0,0,3,2,3,0,0,0,,0,0,1,1,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
273,273,S. Leroux,Attacker,15,2024,0,25,268,9,112,0,3,3,2,0,129,98,3,34,271,49,0,34,227,25,6,118,152,93,2,140,122,402,9,14,252,3,19,43,1,11,6,1743,19,3,6,236,32,3,109,5,23,17,15,17,110,1,70,0,128,423,98,13,3,3,4,8,52,1,57,146,7,12,40,1,675,41,0,0,8,11,9,7,77,4,3,2,1,0,2,19,0,1,0,0,,4,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
278,278,N. Prince,Attacker,13,2024,0,15,136,9,48,0,0,11,1,1,15,73,11,9,139,32,1,16,88,15,8,40,50,48,3,42,44,179,12,8,129,6,6,13,1,12,2,794,9,3,6,106,8,1,48,0,17,3,15,20,51,0,50,1,48,189,46,6,6,7,16,12,10,2,38,97,2,8,5,0,364,35,1,2,7,12,6,9,5,1,1,1,0,0,0,12,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
279,279,J. Campbell,Goalkeeper,4,2024,0,25,504,0,99,0,8,0,5,0,2,6,0,39,680,233,0,0,8,25,3,8,224,203,0,12,1,573,1,0,468,0,0,125,55,1,0,2250,25,176,0,233,34,0,0,0,0,2,0,4,444,2,0,0,615,904,256,0,0,0,0,0,0,0,0,65,0,212,19,0,1209,6,0,0,0,0,106,0,2,0,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,,281,199,0,0,1,78,,113,21,9,,5,35,1,17,56,,3/12/25,,
283,283,K. Sheridan,Goalkeeper,16,2024,0,25,843,0,104,0,6,0,1,0,7,7,0,33,1023,241,0,0,14,25,0,8,193,321,0,17,0,979,0,0,840,0,0,89,37,0,0,2220,25,180,0,196,32,0,6,0,0,3,1,0,496,0,0,0,945,1216,399,0,0,0,0,1,2,0,4,78,0,176,4,0,1470,3,0,0,0,0,99,0,5,0,0,0,0,,2,0,0,0,0,0,0,0,1,0,,,264,151,0,0,,60,3,86,15,3,4,2,26,,7,24,1,3/12/25,,
284,284,M. Freeman,Defender,5,2024,0,18,240,2,81,0,0,11,2,0,10,68,11,8,253,57,0,15,78,18,6,49,98,34,1,73,50,343,9,2,247,7,0,28,3,15,0,902,9,13,9,158,6,1,29,0,4,12,7,21,186,3,6,0,100,351,81,8,7,3,11,10,4,2,25,160,1,25,14,1,579,43,0,1,6,3,10,1,6,0,1,1,0,0,2,1,66,1,1,0,,0,0,21,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
292,292,Debinha,Midfielder,13,2024,2,24,352,19,170,14,1,34,3,10,14,170,14,19,368,88,0,71,184,24,12,82,159,129,4,139,111,515,44,11,358,8,11,23,5,18,4,1642,19,16,5,325,16,3,102,2,30,9,6,30,199,0,87,1,93,527,88,37,6,10,19,37,8,5,94,283,4,20,3,0,918,76,16,5,16,6,8,13,6,2,2,2,1,0,1,7,10,1,0,1,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
294,294,A. Hatch,Attacker,9,2024,1,27,343,18,115,2,1,11,2,1,92,117,9,19,350,70,1,44,209,27,7,95,129,92,2,116,149,456,16,24,327,2,17,25,0,14,5,1736,19,7,8,252,17,5,114,3,42,22,18,21,145,0,68,2,136,479,93,9,1,12,5,9,48,3,66,216,7,13,16,2,790,51,4,1,14,4,4,7,44,5,2,3,2,0,3,5,1,2,0,0,,0,0,6,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
298,298,K. Johnson,Attacker,15,2024,0,5,22,0,11,0,0,1,0,1,7,10,1,2,23,3,0,2,17,5,0,6,12,6,0,11,4,33,3,0,21,3,1,2,0,1,0,85,0,1,5,20,2,0,11,0,0,2,5,1,20,1,0,0,2,35,5,0,3,0,0,0,4,0,7,24,0,1,1,0,54,3,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
299,299,K. McNabb,Defender,16,2024,0,24,896,9,161,0,3,14,2,1,63,88,14,31,951,81,0,11,151,24,7,81,228,434,0,147,120,1135,9,3,912,3,1,81,12,26,1,1942,21,55,3,295,29,1,70,0,12,10,20,33,540,2,24,0,609,1179,85,3,3,3,20,6,31,0,39,345,1,81,69,0,1603,49,0,0,3,7,36,6,32,1,0,0,1,,1,0,136,9,0,0,0,0,1,20,,,3,3,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
302,302,R. Hill,Attacker,17,2024,0,19,254,10,89,0,1,25,2,1,40,96,25,17,262,52,1,24,136,19,9,63,94,53,1,84,99,355,16,11,261,15,11,30,1,21,1,1179,13,8,6,168,15,1,73,1,21,14,13,30,107,0,53,0,83,356,97,11,15,15,6,5,26,2,47,194,1,10,13,0,611,49,0,1,5,7,6,5,14,0,1,1,0,0,2,5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
308,308,Marta,Attacker,7,2024,10,26,650,25,206,52,8,82,1,1,27,257,22,17,725,126,0,94,284,26,8,134,160,160,5,134,205,833,51,27,678,20,32,36,5,22,9,2006,22,75,4,399,16,2,150,2,52,49,18,30,239,4,90,9,278,885,281,34,9,22,14,43,15,1,135,467,11,26,9,2,1444,122,66,0,9,13,4,23,12,8,3,6,2,0,2,3,15,1,0,7,,0,0,4,0,0,0,0,3,3,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
309,309,K. Hubly,Defender,8,2024,0,21,763,3,108,0,6,2,4,0,32,85,2,32,831,80,0,6,117,21,14,58,170,162,0,71,49,978,10,0,811,1,0,64,15,20,0,1809,20,68,1,190,28,0,59,0,3,6,22,34,423,6,10,0,593,1001,367,2,1,2,33,3,17,2,42,239,0,99,99,0,1273,43,0,1,2,11,59,4,15,0,0,0,2,1,0,0,14,22,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
312,312,T. Lussi,Attacker,11,2024,0,22,281,20,148,0,2,37,4,0,25,97,37,17,283,54,0,33,122,22,3,45,150,83,2,121,112,431,7,9,282,5,9,39,0,13,4,1482,20,2,2,260,13,4,77,2,29,13,19,16,138,1,62,0,134,433,100,17,5,18,21,8,17,2,60,154,4,29,16,0,744,37,0,1,18,10,16,5,8,3,1,2,3,0,1,13,31,3,0,0,,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
317,317,M. Dougherty Howard,Midfielder,15,2024,2,18,347,3,103,2,0,12,1,4,11,108,10,22,361,54,1,27,119,18,8,56,119,93,0,91,102,470,9,10,353,6,22,28,2,13,1,1171,14,14,4,184,21,0,63,0,13,23,21,21,188,2,20,1,163,480,97,3,3,6,14,7,6,3,57,204,1,28,13,0,688,51,4,1,10,11,13,4,5,0,1,0,0,0,1,0,2,2,0,0,,0,,0,1,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
318,318,M. Swanson,Attacker,2,2024,16,25,388,8,183,19,3,66,7,4,24,183,33,36,402,107,3,58,207,25,8,106,142,129,6,126,193,499,27,32,361,27,13,25,1,27,6,2119,25,14,0,351,29,1,101,2,40,35,29,35,122,0,112,6,171,544,100,36,8,32,6,29,16,4,85,258,7,16,8,1,1006,98,47,4,8,11,7,12,8,2,5,3,4,0,2,20,15,1,0,1,,0,0,1,0,,0,0,1,3,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
323,323,M. Vasconcelos,Midfielder,12,2024,0,15,78,2,19,0,0,0,0,1,7,38,0,8,78,16,0,12,45,15,0,22,25,17,2,21,35,103,5,0,78,1,2,6,0,9,0,254,2,0,13,50,8,0,23,0,2,6,4,9,25,0,9,0,32,103,26,3,1,0,4,6,6,1,17,47,0,4,2,0,167,21,0,0,2,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
329,329,L. Motlhalo,Midfielder,14,2024,0,1,6,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,1,0,1,1,2,0,0,3,7,0,0,6,0,0,1,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
330,330,H. McCutcheon,Defender,7,2024,0,25,562,6,121,0,10,16,3,2,70,136,16,15,574,119,0,33,206,25,14,104,155,137,2,109,162,723,16,4,568,3,10,50,2,34,2,1970,21,12,4,243,12,0,102,0,10,8,18,48,239,3,38,1,324,729,191,13,3,6,26,13,35,0,67,253,2,46,45,0,1101,69,0,0,4,13,28,11,35,2,0,0,0,0,2,0,39,10,0,0,,1,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
335,335,V. Latsko,Attacker,6,2024,1,23,252,12,139,1,1,38,0,0,55,143,37,23,267,60,0,44,198,23,7,96,144,45,1,103,100,396,9,5,252,12,5,43,7,18,3,1170,11,15,12,263,23,0,102,0,17,24,14,25,163,0,43,1,113,411,103,19,11,7,16,23,31,1,71,166,3,41,16,0,790,72,2,1,5,8,28,8,24,2,1,1,2,0,4,6,39,2,0,0,,2,0,11,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
336,336,I. Dorsey,Defender,12,2024,0,2,51,0,17,0,0,3,0,0,5,8,3,3,54,7,0,1,13,2,2,8,17,1,1,14,17,70,0,0,53,0,0,3,2,0,0,135,2,3,0,22,3,0,5,0,0,3,1,2,32,0,0,0,33,71,21,0,0,1,0,1,3,0,2,21,0,3,2,0,100,6,0,0,1,1,1,1,2,0,0,0,0,0,0,0,11,1,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
340,340,S. McCaskill,Midfielder,16,2024,17,20,447,7,189,25,3,60,0,4,25,111,27,21,480,67,2,36,136,20,9,64,154,161,3,126,149,608,25,5,460,25,19,25,4,15,1,1449,16,33,4,289,21,0,72,1,12,29,14,24,191,3,35,0,158,634,133,12,7,14,7,2,16,1,56,347,1,28,7,0,940,55,48,1,6,5,5,8,9,1,0,0,1,,2,4,6,2,0,1,0,1,0,1,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
344,344,K. Kurtz,Defender,11,2024,0,27,1781,6,199,0,6,5,4,2,59,85,5,29,1882,117,1,11,144,27,10,88,312,517,0,150,134,2103,7,4,1813,1,0,118,21,19,1,2430,27,101,0,368,25,1,56,0,10,15,13,29,797,4,16,0,1440,2194,746,4,0,2,23,9,24,0,32,443,1,162,124,0,2576,53,0,0,0,7,78,2,35,1,0,1,1,2,2,0,33,36,0,0,,0,1,18,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
345,345,R. Williams,Defender,11,2024,0,26,1541,1,210,0,5,50,4,0,38,204,50,28,1595,174,0,61,242,26,22,121,266,85,0,184,282,1833,23,1,1568,15,1,106,9,57,0,2328,26,54,0,456,24,0,121,0,2,8,14,79,741,1,27,0,961,1861,753,27,15,12,57,21,25,0,96,649,0,82,64,0,2690,108,0,0,0,9,43,0,13,0,0,0,0,0,1,4,267,11,1,0,,0,0,23,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
359,359,Nádia Gomes,Attacker,2,2024,0,9,29,2,16,1,0,4,0,0,12,34,3,3,30,5,0,11,46,9,2,24,16,9,1,13,15,46,1,1,30,0,0,4,0,11,0,231,3,1,6,48,3,0,22,0,3,4,2,13,12,0,10,0,14,46,10,4,0,3,5,3,8,0,14,16,0,3,2,0,121,20,1,0,3,2,3,2,4,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
360,360,E. van Egmond,Midfielder,16,2024,0,26,675,13,183,3,2,17,2,1,56,129,14,33,707,128,1,31,185,26,20,90,230,224,0,173,197,933,12,4,703,2,12,64,5,22,1,1887,19,32,7,298,31,1,95,0,17,8,18,42,346,3,30,0,373,937,170,8,2,2,14,12,28,0,67,336,1,57,34,0,1197,62,3,0,2,9,29,9,28,1,0,1,3,,2,0,2,1,0,0,0,0,0,1,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
365,365,E. Ball,Defender,13,2024,0,19,375,1,61,0,1,1,3,1,35,45,1,18,411,41,1,4,80,19,9,46,107,82,0,59,31,496,3,2,392,1,0,47,12,14,1,1216,12,36,7,122,15,0,34,0,3,0,8,23,222,0,5,1,299,518,183,3,1,1,17,1,13,3,21,113,1,48,66,0,701,24,0,0,2,2,27,1,22,0,1,1,0,0,1,0,9,15,0,0,,0,0,3,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
369,369,A. Crnogorcevic ,Midfielder,6,2024,0,10,132,2,37,0,0,5,1,0,11,47,5,12,133,20,0,12,58,10,4,25,44,17,0,41,65,171,11,1,127,7,2,12,1,9,0,717,8,1,2,82,11,0,33,0,3,4,6,13,47,0,26,0,49,177,48,6,7,8,9,6,9,1,24,91,0,3,4,0,285,23,0,1,4,1,3,3,2,0,0,0,0,0,1,3,3,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
382,382,Quinn,Midfielder,6,2024,0,15,521,3,77,0,2,4,1,2,25,95,4,13,555,102,1,22,120,15,17,64,105,175,1,81,107,658,3,2,554,0,6,32,3,17,0,1078,13,34,2,143,12,0,56,0,5,10,8,34,207,0,10,0,298,660,171,4,0,3,3,8,13,0,43,257,0,24,13,0,803,52,0,0,5,8,9,5,12,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
383,383,A. Sullivan,Midfielder,9,2024,16,21,668,6,144,24,2,37,3,2,40,139,7,23,703,138,1,19,179,21,17,92,152,194,0,103,155,822,16,2,672,19,16,45,10,33,2,1717,21,35,0,222,20,2,87,0,8,13,24,50,262,2,6,0,410,855,244,5,3,2,29,9,20,0,67,312,2,49,25,0,1140,72,53,0,10,17,28,2,20,2,0,0,0,1,3,0,2,7,0,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
387,387,M. Sánchez,Attacker,4,2024,20,26,347,15,269,51,1,135,3,3,45,192,62,31,356,85,1,85,237,26,10,103,169,120,11,137,135,506,43,8,339,44,11,35,2,20,0,1888,22,9,4,456,28,0,134,0,23,28,15,30,200,1,57,1,155,525,70,51,12,29,40,20,20,5,114,245,1,32,16,1,1133,78,79,4,12,7,15,3,25,1,0,0,2,0,2,0,49,0,0,3,,0,0,5,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
387,387,M. Sánchez,Attacker,16,2024,20,26,348,15,268,50,1,134,3,3,46,190,62,31,357,85,1,85,236,26,10,103,169,121,11,137,135,507,43,8,340,44,11,35,2,20,0,1888,22,9,4,455,28,0,133,0,23,28,14,30,200,1,57,1,156,526,70,51,12,29,41,20,21,5,112,245,1,32,16,1,1135,78,78,4,12,6,15,3,25,1,0,1,2,,2,0,50,0,0,3,0,0,0,5,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
390,390,M. Arnold,Goalkeeper,8,2024,0,5,111,0,17,0,0,0,1,0,3,1,0,10,147,40,0,0,4,5,0,2,42,34,0,2,0,134,0,0,111,0,0,25,3,0,0,450,5,36,0,43,9,0,2,0,0,0,0,0,88,0,0,0,133,189,67,0,0,0,0,0,1,0,1,14,0,40,2,0,238,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,45,34,0,0,1,11,,15,7,2,0,1,4,1,1,10,2,3/12/25,,
