player_id,player_id,player_match_name,player_position,team_id,season,corners_into_box_successful,games_played,short_passes_successful,shots_off_target,passes_opposition_half_unsuccessful,corners_into_box_unsuccessful,clean_sheets,crossses_corners_unsuccessful,goals_conceded_outside_box,through_balls,duels_aerial,duels_ground,open_play_crosses_unsuccessful,goals_conceded,successful_passes_total,recoveries,handballs_conceded,tackled,duels,appearances,tackles_lost,duels_won,passes_unsuccessful,passes_rightside,overruns,short_passes_unsuccessful,passes_backwards,passes_open_play,key_passes,shots_on_target,open_play_passes_successful,crosses_corners_successful,lay_offs_successful,passes_own_half_unsuccessful,launches_successful,tackles_won,goals_inside_box,minutes,starts,long_passess_successful,sub_on,loss_of_possession_total,goals_conceded_inside_box,goals_right_foot,duels_lost,lay_offs_unsuccessful,shots_total,total_fouls_won,fouls_conceded_total,tackles_total,passes_forward,yellow_cards,touches_total_opposition_box,goals_left_foot,passes_own_half_successful,passes_total,passess_leftside,dribbles_unsuccessful,crosses_open_play_successful,corners_won,interceptions,dribbles_successful,aerial_duels_lost,assists,duels_ground_lost,passess_opp_half_successful,goals,long_passes_unsuccessful,clearances_total,goals_outside_box,touches,ground_duels_won,corners_taken,assists_intentional,sub_off,foul_attempted_tackle,launches_unsuccessful,shots_blocked,aerial_duels_won,goals_home,goals_away,goals_win,woodwork_hit,goal_line_clearances,goals_conceded_penalty,offsides,throw_ins_to_own_player,blocks,penalties_conceded,attempts_from_set_pieces,goals_other,goals_head,own_goals,throw_ins_to_opposition_player,penalties_won,assists_second,gk_distribution_successful,goalkicks_total,penalty_goals,penalties_taken,penalties_saved,saves_made_inside_box,gk_smother,saves_made,catches,punches,saves_made_caught,penalties_faced,saves_made_outside_box,saves_penalty,saves_made_parried,gk_distribution_unsuccessful,drops,last_updated,,
391,391,T. Davidson,Defender,5,2024,0,21,768,2,128,0,4,4,2,0,40,76,4,15,863,83,0,8,116,21,11,77,173,375,0,79,64,991,7,2,828,2,0,49,13,24,1,1625,18,95,3,198,13,0,39,0,4,16,9,35,474,1,12,1,558,1036,123,3,2,0,21,5,19,0,20,307,1,94,73,0,1277,56,0,0,2,3,48,1,21,1,0,0,1,0,1,0,6,11,0,0,,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
393,393,M. Pokorny,Midfielder,14,2024,0,12,21,1,8,0,0,1,1,0,2,14,1,3,21,3,2,3,16,12,3,6,10,8,0,10,6,31,0,1,21,1,0,3,0,0,0,73,0,0,12,18,2,0,10,0,2,1,4,3,8,1,3,0,8,31,9,2,1,0,2,1,1,0,9,14,0,0,3,0,61,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
395,395,K. Sharples,Defender,13,2024,0,25,982,6,116,0,7,1,3,0,59,60,1,30,1050,81,0,10,119,25,8,77,189,480,0,93,67,1218,5,6,1034,0,0,74,22,19,2,1998,22,68,3,213,27,0,42,0,12,10,9,27,499,5,30,0,840,1239,193,2,0,4,28,0,18,0,24,210,2,96,96,0,1502,36,0,0,2,6,48,2,41,1,1,0,1,1,2,0,4,25,1,0,,2,1,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
402,402,C. Kizer,Attacker,5,2024,0,11,67,0,28,0,0,2,0,0,4,38,2,7,67,12,0,16,42,11,6,19,30,35,0,28,31,95,2,1,65,1,1,4,0,8,1,307,3,0,8,60,7,1,23,2,1,1,2,14,21,0,7,0,30,97,10,9,1,2,3,2,2,0,21,38,1,2,4,0,174,17,0,0,3,1,1,0,2,1,0,0,0,0,1,3,2,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
403,403,S. Schmidt,Midfielder,4,2024,0,23,642,6,99,0,6,2,3,0,58,185,2,34,699,139,1,35,243,23,26,142,164,219,2,129,130,836,12,5,672,2,5,67,6,47,0,1836,21,57,2,225,31,0,101,2,11,31,22,73,260,2,25,0,428,863,254,6,2,1,45,6,26,0,75,273,0,35,67,0,1262,110,0,0,7,16,15,1,32,0,0,0,0,0,3,1,5,11,0,0,,0,0,1,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
408,408,P. Monaghan,Attacker,12,2024,3,22,247,14,135,4,1,29,2,0,22,117,23,29,259,73,1,28,139,22,12,73,143,85,5,120,89,394,21,8,253,14,6,37,2,19,1,1578,20,12,2,257,27,1,66,2,22,18,14,31,150,2,65,1,89,402,78,14,11,14,16,14,12,1,54,184,2,23,15,1,734,63,8,1,13,11,13,11,10,1,1,0,2,0,5,5,10,1,1,0,,0,,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
421,421,L. Milliet,Midfielder,14,2024,0,26,658,7,153,0,4,34,8,0,26,197,34,39,689,152,1,35,223,26,19,144,203,42,2,153,148,877,18,1,674,12,1,84,11,33,0,2339,26,31,0,346,31,0,79,0,8,62,16,52,424,3,25,0,354,892,278,18,12,9,32,18,14,2,65,347,0,50,54,0,1574,132,0,1,1,10,32,3,12,0,0,0,2,0,5,6,218,4,0,0,,0,1,43,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
424,424,C. Murphy,Goalkeeper,11,2024,0,27,559,0,39,0,6,0,4,0,10,5,0,29,666,179,0,0,15,27,0,13,135,209,0,9,1,528,0,0,453,0,0,96,27,0,0,2430,27,107,0,141,25,0,2,0,0,3,0,0,296,1,0,0,636,801,295,0,0,0,0,0,0,0,2,30,0,126,19,0,1041,3,0,0,0,0,50,0,10,0,0,0,0,0,2,0,0,0,0,0,,0,1,0,0,0,276,205,0,0,1,55,,86,15,12,3,3,30,1,17,40,1,3/12/25,,
425,425,Celia Jiménez,Defender,7,2024,0,4,24,0,4,0,0,2,0,0,0,6,2,2,24,6,0,0,6,4,1,4,16,11,0,12,5,39,0,0,23,0,0,14,0,3,0,75,1,0,3,21,2,0,2,0,0,0,2,4,20,0,0,0,17,40,4,0,0,0,1,0,0,0,2,7,0,4,2,0,59,4,0,0,1,2,4,0,0,0,0,0,0,0,2,0,5,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
426,426,B. Balcer,Attacker,14,2024,0,25,323,25,154,0,1,15,5,0,126,102,15,31,332,72,2,20,228,25,8,136,170,130,0,147,123,483,11,15,313,1,20,31,1,16,8,1808,23,9,2,247,26,6,92,7,40,22,27,24,132,0,80,1,114,502,117,8,1,7,11,9,42,1,50,219,8,23,27,0,783,52,0,1,15,11,16,11,84,6,2,1,3,0,3,9,2,2,0,0,,1,0,3,0,0,0,0,3,3,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
426,426,B. Balcer,Attacker,6,2024,0,25,323,25,154,0,1,15,5,0,126,101,15,31,332,72,2,20,227,25,8,136,170,130,0,147,123,483,11,15,313,1,20,31,1,16,8,1808,23,9,2,247,26,6,91,7,40,22,26,24,132,0,80,1,114,502,117,8,1,7,11,9,42,1,49,219,8,23,27,0,783,52,0,1,15,10,16,11,84,6,2,1,3,0,3,9,2,2,0,0,,1,0,3,0,,0,0,3,3,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
433,433,C. Emslie,Attacker,15,2024,23,26,379,6,266,47,2,137,3,3,23,205,77,31,392,106,1,92,228,26,13,87,167,97,6,132,156,525,40,22,362,44,5,38,1,19,5,1970,24,13,2,462,28,5,141,1,28,21,25,32,197,3,69,2,119,559,109,44,16,27,6,23,12,2,129,317,7,35,20,2,1122,76,87,2,13,15,10,9,11,5,2,2,1,0,1,6,8,2,0,6,,0,,0,0,,0,0,3,4,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
434,434,M. DiGrande,Midfielder,14,2024,1,23,627,4,84,0,2,11,6,2,9,67,11,29,650,132,0,17,76,23,12,43,113,156,2,83,195,747,11,4,634,3,11,40,8,8,1,1761,20,23,3,165,23,0,33,0,8,10,2,20,207,0,26,1,354,763,205,2,2,5,10,11,7,2,26,299,1,30,22,0,954,41,1,0,6,1,19,4,2,1,0,1,0,0,3,1,22,2,0,0,,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
443,443,M. Pogarch,Defender,12,2024,0,25,536,0,153,0,2,14,4,0,24,170,14,37,566,120,1,37,194,25,14,107,221,261,2,176,131,755,14,2,538,6,2,82,5,21,0,1884,21,30,4,356,33,0,87,0,2,41,21,35,369,3,11,0,295,787,26,20,6,6,21,18,10,0,77,277,0,45,40,0,1360,93,2,0,7,9,23,2,14,0,0,0,0,0,6,2,174,10,2,0,,0,,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
451,451,S. Staab,Defender,2,2024,2,16,440,5,161,18,3,38,5,0,61,55,9,22,502,72,1,6,116,16,11,73,180,222,1,69,38,633,14,4,471,8,1,57,20,10,1,1440,16,62,0,303,17,0,43,0,9,5,13,21,325,3,10,0,381,682,97,4,3,3,19,10,24,2,19,129,1,111,95,0,1059,36,26,2,0,5,71,3,37,0,1,0,0,0,0,1,42,14,1,1,,1,0,62,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
452,452,D. Bailey,Midfielder,17,2024,10,27,455,13,146,26,5,48,4,3,43,128,15,32,470,95,1,36,171,27,18,94,139,140,2,108,156,593,28,5,459,16,26,41,3,24,1,1778,19,15,8,259,28,1,77,2,18,18,12,42,181,1,58,0,200,609,132,17,5,9,18,13,20,2,57,286,1,31,24,0,969,71,45,2,8,3,22,11,23,0,1,0,1,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
453,453,J. Baggett,Midfielder,14,2024,0,3,29,0,5,0,0,1,0,0,3,8,1,2,30,0,0,2,11,3,0,3,6,9,0,3,11,36,0,0,30,0,0,2,0,1,0,85,1,1,2,10,2,0,8,0,0,0,2,1,7,1,2,0,23,36,9,0,0,0,0,1,2,0,6,7,0,3,2,0,47,2,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
458,458,B. Feist,Midfielder,13,2024,0,18,193,8,62,0,1,4,1,1,30,78,4,8,199,50,0,12,108,18,12,53,80,51,4,63,46,276,8,5,196,3,2,22,1,15,1,576,6,6,12,113,7,0,55,0,13,5,9,27,119,0,20,0,76,279,63,3,3,1,10,10,19,0,36,126,1,17,15,0,430,42,1,0,3,7,12,5,11,1,0,0,0,0,1,1,2,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
462,462,E. Stevens,Attacker,5,2024,0,24,279,11,112,0,0,6,1,4,64,191,6,9,285,73,0,61,255,24,11,120,120,125,5,107,95,401,20,12,281,4,12,14,0,18,7,1325,17,6,7,251,8,3,135,6,23,26,32,29,114,1,111,2,81,405,71,36,4,6,5,34,31,4,104,208,7,13,6,0,744,87,0,4,16,16,7,5,33,3,4,3,2,0,2,4,2,1,0,0,,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
463,463,C. Miller,Goalkeeper,5,2024,0,4,86,0,11,0,1,0,1,0,0,1,0,4,118,37,0,0,1,4,0,0,35,40,0,3,0,110,0,0,91,0,0,24,4,0,0,360,4,32,0,35,3,0,1,0,0,0,0,0,64,0,0,0,109,153,49,0,0,0,0,0,0,0,1,9,0,32,1,0,183,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,34,27,0,0,,10,1,12,2,0,1,1,2,,3,7,0,3/12/25,,
465,465,C. Biegalski,Defender,2,2024,0,8,94,1,35,0,0,2,1,0,5,43,2,9,102,24,0,11,48,8,5,24,53,23,1,35,23,152,1,0,100,0,0,20,5,8,0,420,3,8,5,89,8,0,24,0,1,0,4,13,86,0,1,0,57,155,23,7,0,2,8,11,5,0,19,45,0,18,23,0,297,24,0,0,1,1,8,2,0,0,0,0,0,0,1,0,24,3,0,0,,0,0,13,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
467,467,B. St-Georges,Attacker,11,2024,0,22,186,3,78,0,0,27,0,0,18,111,27,9,190,58,0,42,129,22,10,47,80,29,4,73,83,268,12,4,188,12,6,29,1,18,2,781,8,4,14,192,9,2,82,1,7,8,22,28,56,4,59,1,78,270,102,21,12,9,5,7,14,1,68,124,3,7,6,1,512,43,0,1,7,11,1,3,4,2,1,0,0,0,1,8,19,1,0,0,,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
474,474,K. Riehl,Defender,12,2024,0,14,665,4,44,0,2,0,3,0,35,40,0,18,692,69,0,4,75,14,5,41,82,327,0,41,50,738,4,0,662,0,0,38,6,7,0,1260,14,27,0,98,15,0,34,0,4,10,6,12,297,1,8,0,515,774,100,2,0,0,15,2,18,1,16,177,0,41,56,0,932,24,0,0,0,1,20,3,17,0,0,0,1,0,2,0,0,14,0,0,,0,,0,0,,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3/12/25,,
477,477,M. Haught,Goalkeeper,12,2024,0,24,824,0,137,0,4,0,5,0,7,12,0,38,1010,227,0,1,19,24,0,13,257,343,0,31,0,985,1,0,833,0,0,120,35,1,0,2160,24,186,0,266,33,0,6,0,0,4,0,1,579,1,0,0,941,1267,345,1,0,0,0,2,0,0,6,69,0,226,21,0,1539,6,0,0,0,0,107,0,7,0,0,0,0,0,6,0,0,0,0,0,,0,,0,0,,252,181,0,0,1,61,3,84,19,8,9,8,22,1,17,51,3,3/12/25,,
480,480,H. Mace,Midfielder,13,2024,0,25,705,5,152,1,6,21,4,1,21,165,20,24,803,135,0,24,186,25,21,107,196,110,4,114,138,971,19,2,779,11,0,65,21,39,0,1984,22,98,3,332,20,0,79,0,7,13,18,60,403,6,11,0,511,999,348,17,11,10,45,24,10,1,69,303,0,82,44,0,1590,96,1,0,7,9,47,10,11,0,0,0,0,0,1,0,157,10,0,1,,0,0,66,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
481,481,A. Watt,Attacker,7,2024,0,25,133,12,80,0,0,29,2,1,30,92,29,10,146,42,0,20,122,25,8,57,69,24,2,56,56,212,7,14,143,8,0,18,1,17,3,1081,12,13,13,156,8,3,65,0,26,15,15,25,78,1,48,0,62,215,57,10,8,9,4,7,20,4,45,92,3,13,10,0,443,47,0,3,12,11,7,6,10,3,0,0,2,0,0,14,8,2,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
482,482,A. Merrick,Defender,12,2024,0,4,23,0,6,0,0,0,0,0,3,11,0,0,24,7,0,1,14,4,0,5,11,1,0,8,6,35,0,0,24,0,0,5,0,3,0,114,1,1,3,15,0,0,9,0,0,1,1,3,19,0,0,0,21,35,9,0,0,0,2,1,3,0,6,3,0,3,7,0,69,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8,1,1,0,,0,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
483,483,C. Nelson,Goalkeeper,12,2024,0,1,62,0,3,0,0,0,0,0,0,0,0,2,65,4,0,0,0,1,0,0,3,27,0,0,0,53,0,0,51,0,0,0,1,0,0,90,1,3,0,4,2,0,0,0,0,0,0,0,14,0,0,0,64,68,27,0,0,0,0,0,0,0,0,1,0,3,2,0,77,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,14,11,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,3/12/25,,
485,485,M. Hammond,Defender,15,2024,0,23,539,4,75,0,1,2,3,2,27,99,2,22,573,92,1,24,126,23,11,59,122,186,1,91,134,692,6,2,570,0,10,49,0,15,0,1381,15,34,8,172,19,0,67,0,6,10,21,26,207,5,22,0,334,695,168,4,0,0,16,10,14,0,53,239,0,31,21,0,902,46,0,0,7,14,15,3,13,0,0,0,0,0,1,0,2,7,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
487,487,A. Cook,Defender,13,2024,0,23,1006,3,131,0,6,0,2,0,32,60,0,33,1097,93,0,7,92,23,13,47,191,280,0,79,73,1263,4,1,1074,1,0,60,29,11,0,1880,21,91,2,216,31,0,45,0,4,6,16,24,391,2,12,0,878,1288,544,1,1,1,24,1,15,0,30,220,0,112,78,0,1495,30,0,0,3,13,67,2,17,0,0,0,0,1,2,0,1,10,0,0,,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
487,487,M. Nally,Defender,6,2024,0,21,915,3,129,0,5,0,2,0,31,55,0,30,997,85,0,6,86,21,11,44,185,247,0,77,67,1158,4,1,975,1,0,56,26,11,0,1700,19,82,2,208,28,0,42,0,4,6,15,22,375,2,12,0,789,1182,493,1,1,1,22,1,15,0,27,209,0,108,69,0,1372,28,0,0,3,12,63,2,16,0,0,0,0,1,2,0,1,10,0,0,,0,1,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
492,492,M. Nally,Defender,8,2024,0,1,16,0,1,0,0,0,0,0,3,1,0,0,18,3,0,0,4,1,0,0,3,2,0,2,1,21,0,0,18,0,0,2,1,0,0,45,0,2,1,3,0,0,4,0,0,0,1,0,10,0,0,0,16,21,8,0,0,0,0,0,3,0,1,2,0,1,2,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
495,495,M. Weaver,Midfielder,8,2024,0,15,168,11,119,0,0,21,1,1,24,72,21,17,176,42,0,23,96,15,6,46,119,98,0,103,40,295,19,16,176,6,6,21,2,12,4,1020,12,8,3,199,16,1,50,1,27,4,10,18,104,0,57,2,38,295,53,6,6,6,2,11,11,0,39,144,4,16,6,0,506,33,0,0,8,4,10,9,13,3,1,1,1,0,0,2,7,1,0,0,,1,,4,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
496,496,S. Smith,Attacker,8,2024,0,20,220,20,101,0,3,22,1,4,4,228,22,26,228,87,3,120,232,20,8,93,91,79,11,84,77,293,25,45,202,5,4,12,0,10,10,1638,19,8,1,350,25,6,139,3,65,31,20,18,77,1,129,6,56,319,86,46,5,20,7,41,1,6,138,177,12,7,2,2,846,90,0,5,8,11,1,29,3,6,6,4,0,0,0,13,3,0,0,1,,0,,0,0,,0,0,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
498,498,K. Del Fava,Defender,12,2024,0,26,1133,6,115,0,5,2,5,1,61,85,2,40,1205,108,0,2,146,26,11,86,191,203,0,109,118,1339,4,5,1153,0,0,78,22,26,2,2340,26,72,0,216,35,0,60,0,11,14,22,37,502,3,14,0,923,1396,573,0,0,2,36,4,29,1,31,282,2,82,154,0,1756,54,0,1,0,11,42,1,32,1,1,1,0,1,6,0,11,31,0,0,,2,,2,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
500,500,T. King,Attacker,6,2024,0,23,231,12,107,0,0,27,2,2,28,97,27,28,239,60,3,31,125,23,9,59,96,89,1,80,112,335,15,16,239,7,14,16,3,16,1,1348,18,8,5,183,26,1,66,4,28,14,15,25,86,1,54,1,75,335,48,11,7,16,12,6,14,1,52,171,2,16,10,1,582,45,0,1,17,8,8,8,14,1,1,1,2,0,5,7,3,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
502,502,M. Sheva,Midfielder,8,2024,0,6,54,0,3,0,0,0,0,0,0,13,0,1,56,3,1,2,13,6,5,6,5,17,1,5,18,61,0,2,56,0,0,2,0,1,0,83,0,2,6,14,1,0,7,0,2,0,4,6,13,0,3,0,30,61,13,0,0,1,1,0,0,1,7,26,0,0,0,0,80,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
504,504,K. Lund,Goalkeeper,14,2024,0,26,440,0,88,0,5,0,8,0,3,1,0,39,615,160,0,1,4,26,0,3,177,215,0,13,0,531,0,0,433,0,0,89,55,0,0,2340,26,175,0,180,31,0,1,0,0,0,0,0,371,0,0,0,558,792,206,0,0,0,0,0,0,0,1,57,0,164,24,0,997,0,0,0,0,0,103,0,3,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,1,227,185,0,0,,48,2,75,10,6,,5,27,,17,44,1,3/12/25,,
511,511,N. Jacobs,Defender,4,2024,0,16,472,2,64,0,4,5,1,0,26,47,5,15,520,58,0,5,73,16,5,48,97,144,0,42,42,600,1,3,506,0,1,38,6,9,1,1239,14,48,2,115,14,1,25,0,5,15,9,14,205,2,12,0,397,617,226,1,0,0,17,3,10,1,15,123,1,55,65,0,808,32,0,0,2,5,22,2,16,1,0,0,0,0,1,0,2,17,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
515,515,A. Sanchez,Attacker,11,2024,3,27,669,21,194,15,1,59,3,6,19,200,38,24,702,122,1,85,219,27,11,92,183,168,4,151,251,861,35,28,681,17,22,48,4,16,3,2219,26,33,1,394,21,4,127,4,49,18,9,27,276,1,99,0,268,885,190,34,8,14,13,39,11,4,116,451,5,32,20,2,1389,84,24,3,19,5,13,21,8,3,2,2,2,0,2,5,19,3,0,4,,1,0,2,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
526,526,S. Hiatt,Defender,5,2024,0,17,434,1,92,0,3,0,1,1,50,40,0,9,462,43,1,1,90,17,5,55,145,179,1,82,64,582,1,1,441,0,0,53,11,8,1,1115,12,28,5,161,8,0,35,0,2,8,10,13,276,2,12,1,344,607,88,0,0,0,23,3,18,0,17,118,1,63,52,0,764,23,0,0,4,7,39,0,32,1,0,0,0,0,2,0,5,2,2,0,,0,0,4,0,0,1,2,0,0,,0,0,0,0,0,0,0,0,,0,1,0,3/12/25,,
529,529,C. Petersen,Defender,4,2024,0,23,635,3,165,5,4,28,6,0,16,76,23,29,670,108,1,16,92,23,10,44,207,269,0,124,118,854,10,1,650,13,0,70,7,16,0,1699,18,35,5,292,23,0,48,0,4,3,10,26,410,3,7,0,460,877,80,5,13,4,21,8,9,0,39,223,0,83,46,0,1228,37,6,0,1,5,34,3,7,0,0,0,0,1,1,0,92,5,0,0,,0,0,15,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
529,529,C. Petersen,Defender,14,2024,0,23,635,3,165,5,4,29,6,0,16,76,24,29,670,107,1,16,92,23,10,44,206,269,0,123,118,853,10,1,650,13,0,70,7,16,0,1699,18,35,5,292,23,0,48,0,4,3,10,26,409,3,7,0,460,876,80,5,13,4,22,8,9,0,39,223,0,83,47,0,1228,37,6,0,1,5,34,3,7,0,0,0,0,1,1,0,91,5,0,0,,0,0,15,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
536,536,C. Lawrence,Defender,7,2024,0,9,65,0,37,0,0,5,1,1,6,27,5,3,76,13,0,6,33,9,2,18,43,4,0,27,15,117,1,1,75,1,0,11,4,8,0,285,3,11,6,73,2,0,15,0,1,4,4,10,70,1,5,0,38,119,30,3,1,0,3,1,3,1,12,39,0,16,15,0,232,15,0,0,2,2,7,0,3,0,0,0,0,0,0,0,32,1,0,0,,0,0,14,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
538,538,T. Milazzo,Defender,2,2024,0,17,252,0,111,0,1,4,2,0,28,84,4,18,270,69,0,4,112,17,20,73,182,68,1,111,49,448,1,1,267,1,0,75,13,27,0,1133,13,18,4,265,16,0,39,1,1,6,11,47,278,1,0,0,169,452,57,3,1,0,20,6,13,0,26,102,0,71,44,0,790,58,0,0,5,9,52,1,15,0,0,0,0,3,1,1,79,7,0,0,,0,0,62,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
541,541,M. Alozie,Attacker,4,2024,0,24,186,10,90,0,1,27,4,1,33,138,27,23,187,63,0,68,171,24,8,60,87,55,3,72,80,263,8,6,176,4,4,24,0,8,0,1347,14,1,10,259,19,0,111,0,16,18,17,16,77,3,74,0,78,274,62,28,4,18,7,11,18,1,93,113,0,15,12,0,624,45,0,1,9,8,9,10,15,0,0,0,0,0,2,11,34,3,0,0,,0,0,13,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
543,543,V. Pickett,Midfielder,11,2024,0,19,111,2,24,1,0,1,1,0,16,76,0,6,117,32,0,30,92,19,3,45,34,36,1,33,50,147,2,1,113,1,7,11,0,9,0,576,6,6,13,81,5,0,47,0,3,21,5,12,33,1,15,0,49,151,32,15,1,3,5,3,7,1,40,69,0,1,5,0,270,36,1,1,6,2,0,0,9,0,0,0,1,0,0,8,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
545,545,M. Larroquette,Attacker,7,2024,0,4,7,0,9,0,0,1,0,0,2,15,1,0,7,4,0,3,17,4,2,12,10,1,0,10,6,17,1,0,7,0,1,2,0,4,0,48,0,0,4,18,0,0,5,0,0,3,1,6,7,0,1,0,4,17,3,0,0,3,0,1,0,0,5,3,0,0,0,0,37,10,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
553,553,A. James,Midfielder,6,2024,0,15,251,3,64,0,0,1,2,0,9,64,1,20,262,46,0,12,73,15,8,31,84,76,0,66,67,344,3,3,260,0,3,21,3,19,1,895,12,11,3,105,18,1,42,2,6,1,14,27,123,1,6,0,135,346,80,1,0,1,13,1,7,0,35,127,1,18,15,0,453,29,0,0,11,4,13,1,2,1,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
554,554,Angelina,Midfielder,7,2024,9,24,681,8,171,25,3,46,4,5,21,164,13,18,735,127,0,27,185,24,21,96,172,240,0,138,184,862,29,7,696,13,9,47,4,24,1,1753,19,54,5,276,14,2,89,0,15,24,21,45,275,2,18,0,351,907,208,14,3,6,24,18,12,3,77,397,2,34,19,1,1234,87,34,2,8,10,14,6,9,1,1,1,1,0,2,1,4,2,1,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
559,559,A. Riley,Defender,15,2024,0,5,65,0,19,0,0,3,0,0,3,12,3,6,66,3,0,2,15,5,0,6,27,16,0,20,25,90,0,0,63,0,1,11,0,2,0,262,3,1,2,42,6,0,9,0,0,3,2,2,36,0,3,0,34,93,16,1,0,2,4,0,2,0,7,32,0,7,3,0,168,5,0,0,3,1,5,2,1,0,0,0,0,0,0,0,41,1,0,0,,0,,7,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
